주문번호,종목이름,임시,거래량,거래대금,종가,기준가
950110,SBI핀테크솔루션즈,983,91748,940,10150,10500
034120,SBS,2337,38005,693,18200,18200
101060,SBS미디어홀딩스,101,26255,57,2155,2145
046140,SBS콘텐츠허브,151,14774,89,5970,6000
036120,SCI평가정보,362,125673,272,2170,2150
099220,SDN,6343,2908764,4742,1660,1555
036540,SFA반도체,21822,4149234,12062,2825,2900
255220,SG,561,165263,418,2530,2530
040610,SG&G,310,107840,216,2025,1980
049470,SGA,523,527221,408,786,783
184230,SGA솔루션즈,300,68344,89,1305,1295
004060,SG세계물산,1988,593684,601,1010,1005
001380,SG충방,1966,624801,1273,2045,1965
002360,SH에너지화학,901,863705,915,1065,1080
009160,SIMPAC,1016,178886,659,3635,3650
123700,SJM,29,1183,4,3025,3025
025530,SJM홀딩스,236,6346,19,3065,3070
034730,SK,10746,142234,33078,230500,230500
307070,SK4호스팩,8,8749,18,2090,2095
011790,SKC,10011,134703,5609,41700,40600
178920,SKC코오롱PI,4869,139059,4143,29750,29650
018670,SK가스,799,19429,1479,77100,74400
001740,SK네트웍스,2364,529345,2655,5010,4995
001745,SK네트웍스우,248,4167,375,89300,88800
006120,SK디스커버리,606,18506,411,22200,21750
006125,SK디스커버리우,99,9630,140,14650,14600
210980,SK디앤디,1237,5515,152,27650,27550
036490,SK머티리얼즈,8648,64926,11581,179800,171400
052260,SK바이오랜드,299,54933,759,13700,13700
03473K,SK우,113,1630,239,146500,146000
096770,SK이노베이션,9144,129836,22000,169000,167500
096775,SK이노베이션우,218,3455,409,118500,118000
001510,SK증권,803,733075,449,611,603
001515,SK증권우,260,7680,21,2730,2695
285130,SK케미칼,1941,26633,1247,47150,45450
28513K,SK케미칼우,253,7607,157,20850,20350
017670,SK텔레콤,6226,84857,20150,236500,236500
000660,SK하이닉스,28498,1890106,153494,80500,80000
950180,SNK,178,15413,275,17900,17700
005610,SPC삼립,672,4352,420,96100,96400
011810,STX,285,16130,129,8080,8010
077970,STX엔진,191,27208,204,7600,7590
071970,STX중공업,630,134153,321,2415,2320
289080,SV인베스트먼트,354,190827,331,1750,1705
084870,TBH글로벌,271,43581,124,2840,2825
002710,TCC스틸,344,32943,88,2655,2635
032540,TJ미디어,139,12148,39,3180,3205
048770,TPC,260,24214,125,5140,5100
246690,TS인베스트먼트,90,18416,33,1755,1775
038340,UCI,793,135031,487,3650,3660
073570,WI,229,57500,484,8650,8280
024070,WISCOM,33,2947,8,2635,2620
052300,W홀딩컴퍼니,9159,2889886,1094,381,379
040300,YTN,193,7166,14,1920,1915
051390,YW,58,3553,12,3505,3500
052220,iMBC,191,6233,14,2255,2250
079940,가비아,191,13348,102,7670,7550
078890,가온미디어,4119,428251,4215,9710,10000
000500,가온전선,84,9444,172,18000,18150
000860,강남제비스코,502,4862,108,22200,22300
217730,강스템바이오텍,1335,158499,2273,14100,14300
035250,강원랜드,4610,256017,7725,30200,29750
011420,갤럭시아에스엠,343,74467,138,1850,1855
094480,갤럭시아컴즈,171,30957,94,3060,3010
063080,게임빌,647,15298,441,28950,28700
039240,경남스틸,91,22637,40,1755,1755
002100,경농,1085,131099,1803,13700,13400
009450,경동나비엔,2490,95376,4163,43850,43350
267290,경동도시가스,545,3726,101,27350,26850
012320,경동인베스트,162,4172,146,35300,34200
011040,경동제약,523,18098,138,7630,7620
000050,경방,164,4614,46,10050,10050
214390,경보제약,215,27357,230,8400,8330
012610,경인양행,1556,423903,3394,8020,7950
009140,경인전자,99,1700,34,20150,20100
024910,경창산업,223,64471,89,1390,1390
013580,계룡건설,811,8261,179,21900,21650
012200,계양전기,187,29648,84,2825,2775
012205,계양전기우,140,8506,62,7330,7240
004200,고려개발,446,27379,266,9830,9500
002140,고려산업,4381,1306520,4770,3625,3580
198440,고려시멘트,3299,933438,2819,3010,2985
049720,고려신용정보,878,33535,166,5000,4980
010130,고려아연,3980,14557,6494,447000,443500
002240,고려제강,482,12571,284,22600,21850
014570,고려제약,251,38435,242,6310,6280
098460,고영,3763,41852,3668,88600,86000
038530,골드퍼시픽,456,204666,342,1680,1640
900280,골든센츄리,8525,1242441,568,454,444
215000,골프존,2119,8546,542,63300,64300
121440,골프존뉴딘홀딩스,268,24602,92,3770,3730
009290,광동제약,542,46892,323,6870,6830
014200,광림,225,76124,190,2495,2455
017040,광명전기,550,266043,626,2370,2325
017900,광전자,249,25294,55,2190,2155
037710,광주신세계,147,178,31,174000,176500
026910,광진실업,6949,834285,4351,5060,4910
090150,광진윈텍,274,89453,235,2680,2690
307280,교보8호스팩,0,0,0,0,2170
030610,교보증권,429,22002,208,9410,9250
053270,구영테크,326,128271,205,1605,1580
007690,국도화학,926,6367,307,48150,47450
005320,국동,637,398919,603,1520,1480
066620,국보디자인,80,5551,86,15350,15250
043650,국순당,189,24469,77,3150,3145
006050,국영지앤엠,3272,231923,297,1295,1250
060480,국일신동,2170,507676,3416,6810,6460
078130,국일제지,15649,2941133,14328,4860,4895
002720,국제약품,4611,223540,981,4380,4310
204020,그리티,905,209116,599,2860,2800
083420,그린케미칼,158,13457,46,3390,3400
186230,그린플러스,954,116758,1271,11050,10400
014530,극동유화,625,74652,256,3420,3480
900070,글로벌에스엠,125,47650,33,697,694
204620,글로벌텍스프리,316,43223,147,3425,3360
019660,글로본,277,81374,279,3465,3390
014280,금강공업,669,75984,304,4030,4050
014285,금강공업우,14,838,8,8980,8880
053260,금강철강,2863,207850,741,3480,3485
008870,금비,34,274,17,63300,63400
001570,금양,93,5633,12,2125,2100
002990,금호산업,1101,91254,1074,11850,11800
002995,금호산업우,429,9232,460,49950,48450
011780,금호석유,5873,105143,7493,71200,70900
011785,금호석유우,153,6158,180,29200,29100
214330,금호에이치티,9333,1252169,5718,4560,4050
073240,금호타이어,1042,240294,993,4120,4075
036190,금화피에스시,44,343,10,29600,29550
049080,기가레인,7470,1050750,1766,1700,1670
035460,기산텔레콤,244,62448,161,2600,2570
092440,기신정기,386,17428,62,3550,3580
000270,기아차,20872,1456318,59820,40800,41950
024110,기업은행,9589,967207,12312,12750,12450
013700,까뮤이앤씨,59,40601,49,1215,1215
308100,까스텔바쟉,1157,56140,604,10700,10550
004540,깨끗한나라,531,196921,462,2325,2310
004545,깨끗한나라우,203,7812,138,17750,17450
187790,나노,414,188359,390,2060,2020
074610,나노메딕스,41198,4777377,43807,8930,9160
286750,나노브릭,5567,337317,3847,11200,11500
151910,나노스,348,37099,176,4785,4770
121600,나노신소재,193,16890,253,15000,14950
039860,나노엔텍,718,119531,560,4675,4705
091970,나노캠텍,5744,1435141,3502,2405,2365
051490,나라엠앤디,247,20303,76,3765,3745
190510,나무가,971,37073,1330,35600,35750
242040,나무기술,564,251943,794,3155,3120
089600,나스미디어,3153,31953,973,30250,30100
293580,나우아이비캐피탈,160,3815,16,4220,4180
138610,나이벡,527,44354,310,6900,7020
130580,나이스디앤비,541,15019,119,7920,7840
036800,나이스정보통신,7610,58380,1922,33400,34100
082660,나인컴플렉스,288,61778,145,2340,2420
001260,남광토건,539,74621,926,12500,12100
008350,남선알미늄,52019,33628274,133322,3930,3600
008355,남선알미우,2974,102423,3828,35900,34500
004270,남성,8947,1851642,6204,3400,3160
003920,남양유업,221,320,157,488000,487500
003925,남양유업우,2,2,0,179500,178500
002070,남영비비안,620,45997,725,15750,16100
025860,남해화학,685,51371,453,8830,8660
111710,남화산업,3301,352992,2847,8230,7630
091590,남화토건,307,41522,338,8170,7940
168330,내츄럴엔도텍,644,170229,655,3845,3825
253590,네오셈,305,156328,210,1340,1345
212560,네오오토,831,112508,556,5010,4755
095660,네오위즈,835,69176,1124,16350,16100
042420,네오위즈홀딩스,1070,125298,1926,15350,15650
311390,네오크레마,524,125941,861,6950,6690
085910,네오티스,49,1570,6,3835,3755
092730,네오팜,2957,22681,1095,48450,47500
290660,네오펙트,177,21814,108,4955,4985
153460,네이블,1011,204307,922,4460,4630
007390,네이처셀,6041,937903,7246,7750,7550
033640,네패스,8054,660040,19549,29200,28700
005720,넥센,299,18972,113,6000,5930
005725,넥센우,21,585,2,3460,3460
002350,넥센타이어,2865,91071,775,8500,8580
002355,넥센타이어1우B,35,4268,14,3390,3340
089140,넥스턴,206,13154,110,8370,8310
065170,넥스트BT,311,160471,251,1570,1530
003580,넥스트사이언스,18666,2143412,10566,4845,4680
137940,넥스트아이,625,119974,147,1230,1225
041140,넥슨지티,2271,238544,1749,7380,7110
217270,넵튠,154,22031,164,7460,7370
225570,넷게임즈,644,109073,1168,10650,10450
251270,넷마블,12309,270832,25060,92100,92800
104620,노랑풍선,986,46355,750,16450,15700
090350,노루페인트,302,18802,143,7590,7600
090355,노루페인트우,105,7315,86,12000,11600
000320,노루홀딩스,14,636,7,11750,11700
000325,노루홀딩스우,19,165,3,17800,17700
194700,노바렉스,591,17182,330,19150,19100
285490,노바텍,279,23892,381,16050,16200
006280,녹십자,860,13542,1550,114500,113500
144510,녹십자랩셀,2070,99482,3410,33950,34550
031390,녹십자셀,2914,208008,8414,40000,40550
142280,녹십자엠에스,6050,699107,4499,6360,6690
234690,녹십자웰빙,73526,13038102,166285,12500,11900
005250,녹십자홀딩스,1246,44455,892,20100,19900
005257,녹십자홀딩스2우,2925,129333,2372,17900,20800
004370,농심,3159,12772,3139,247000,243500
072710,농심홀딩스,157,601,53,89000,88500
054050,농우바이오,605,39290,464,11850,11700
040160,누리텔레콤,107,17723,100,5610,5660
069140,누리플랜,215,20391,104,5070,5000
126870,뉴로스,1859,354075,1586,4455,4425
060260,뉴보텍,371,178131,218,1230,1225
012340,뉴인텍,1357,496944,785,1600,1595
214870,뉴지랩,1236,391284,3526,8970,8920
270870,뉴트리,1418,46247,697,15050,14850
144960,뉴파워프라즈마,252,12591,224,17650,17550
900100,뉴프라이드,15328,7107453,9171,1270,1305
085670,뉴프렉스,156,41454,80,1955,1920
119860,다나와,1795,88289,2164,24450,24950
064260,다날,2171,436050,1453,3360,3280
093640,다믈멀티미디어,772,123727,453,3690,3625
039560,다산네트웍스,2092,508659,4334,8500,8370
058730,다스코,181,24850,144,5840,5770
023590,다우기술,2785,58002,1133,19700,19200
032190,다우데이타,296,9076,75,8340,8170
068240,다원시스,643,73034,1089,14850,14800
019680,대교,2890,32862,198,6060,5990
019685,대교우B,17,482,2,4210,4205
006370,대구백화점,343,31461,189,6080,5890
008060,대덕전자,18045,2724861,28723,10750,11000
00806K,대덕전자1우,162,17909,113,6320,6360
000490,대동공업,1811,140113,934,6670,6560
020400,대동금속,38,1087,11,9730,9680
008830,대동기어,108,9241,27,2925,3000
048470,대동스틸,1021,77371,517,6650,6410
008110,대동전자,151,27518,93,3425,3450
004780,대륙제관,141,15367,67,4370,4375
005750,대림B&Co,147,20292,80,3925,3930
000210,대림산업,4988,93349,9024,97300,94200
000215,대림산업우,1034,4153,169,40800,39800
004440,대림씨엔에스,121,7883,57,7220,7200
017650,대림제지,290,94218,127,1345,1315
006570,대림통상,27,92,0,4115,4120
007720,대명코퍼레이션,614,406611,701,1730,1680
317850,대모,4942,250371,2005,7920,7770
290670,대보마그네틱,179,5402,209,38800,38000
078140,대봉엘에스,606,67699,504,7380,7150
001680,대상,2455,54900,1182,21650,21150
001685,대상우,28,1013,13,13000,12850
084690,대상홀딩스,287,17845,121,6830,6690
084695,대상홀딩스우,103,9923,63,6330,6280
036480,대성미생물,508,43250,757,17300,17250
128820,대성산업,220,31268,125,3995,3990
117580,대성에너지,71,9890,53,5370,5320
025440,대성엘텍,1604,1431706,1258,883,866
027830,대성창투,238,52966,75,1435,1400
104040,대성파인텍,778,321156,456,1430,1405
016710,대성홀딩스,230,10229,79,7620,7700
307750,대신밸런스제6호스팩,1,10,0,2095,2100
332290,대신밸런스제7호스팩,76,302792,613,2020,2025
020180,대신정보통신,3666,1987596,2825,1450,1410
003540,대신증권,766,94253,1224,12950,12700
003547,대신증권2우B,102,12107,105,8630,8610
003545,대신증권우,411,39777,373,9380,9330
045390,대아티아이,32431,4701565,27754,5920,5610
009190,대양금속,840,119752,1355,11550,11300
108380,대양전기공업,45,3494,45,12950,12900
006580,대양제지,337,54752,185,3410,3330
014160,대영포장,6889,6435821,7344,1130,1075
047040,대우건설,3336,535698,2485,4645,4545
009320,대우부품,30199,4559202,11507,2545,2435
042660,대우조선해양,2470,156093,4714,30300,29850
003090,대웅,2424,106411,1545,14550,14450
069620,대웅제약,1842,21782,3286,151000,149500
007680,대원,336,11563,132,11350,11300
000430,대원강업,463,10456,39,3730,3700
048910,대원미디어,319,27868,175,6300,6300
005710,대원산업,348,9205,50,5410,5380
006340,대원전선,355,188947,236,1260,1210
006345,대원전선우,122,6076,18,3055,2990
003220,대원제약,415,36825,567,15400,15600
024890,대원화성,96,38277,53,1400,1400
290380,대유,424,56098,685,12300,12000
002880,대유에이텍,284,172267,153,891,892
290120,대유에이피,333,84174,777,9180,9190
000300,대유플러스,316,123231,97,794,772
120240,대정화금,212,39963,543,13700,13550
003310,대주산업,302,137134,180,1325,1295
078600,대주전자재료,1857,93535,1595,17100,17050
012800,대창,1431,771150,924,1205,1185
015230,대창단조,93,1784,47,26350,26400
096350,대창솔루션,1063,1339484,598,449,440
140520,대창스틸,199,38102,103,2710,2675
131220,대한과학,898,85778,457,5280,5230
010170,대한광통신,1789,684216,2693,3940,3920
054670,대한뉴팜,732,160960,1916,11850,11950
001070,대한방직,63,2065,39,19000,19000
023910,대한약품,738,6990,215,30850,30600
006650,대한유화,5958,60743,8044,132000,127000
001440,대한전선,801,555449,314,566,559
084010,대한제강,450,36639,217,6010,5790
001790,대한제당,254,13747,259,18900,18650
001799,대한제당3우B,57,11193,359,31450,31050
001795,대한제당우,31,4243,54,12850,12700
001130,대한제분,470,1359,219,160500,159500
003490,대한항공,22862,1106305,26876,24500,23200
003495,대한항공우,701,40784,653,15950,15600
005880,대한해운,4986,121019,2760,22650,21950
003830,대한화섬,16,124,12,94600,95100
016090,대현,238,52497,124,2375,2375
069460,대호에이엘,580,228598,1203,5200,5220
021040,대호피앤씨,2062,1274106,1346,1055,1050
021045,대호피앤씨우,204,59417,81,1355,1335
067080,대화제약,774,67874,898,13250,12950
192080,더블유게임즈,4354,71894,3873,54300,52900
012510,더존비즈온,2896,45437,2987,65000,65000
213420,덕산네오룩스,7906,509955,11243,22600,21400
317330,덕산테코피아,5184,171324,3345,19750,19350
077360,덕산하이메탈,565,41408,243,5880,5870
004830,덕성,423,65771,200,3055,3005
004835,덕성우,55,4020,15,3760,3710
090410,덕신하우징,188,74225,100,1345,1335
024900,덕양산업,172,53600,59,1100,1085
263600,덕우전자,1897,351765,2039,5900,5500
194480,데브시스터즈,118,4893,36,7300,7440
263800,데이타솔루션,9782,1328070,5178,3630,3850
139050,데일리블록체인,556,226521,133,594,590
206560,덱스터,2593,466411,3456,7430,7590
145720,덴티움,2411,46593,2989,64600,65200
067990,도이치모터스,5529,520064,4099,7840,7780
002150,도화엔지니어링,1282,100502,1029,10250,10000
006620,동구바이오제약,18297,785698,13529,16950,16400
100130,동국S&C,156,47297,94,2005,1975
005160,동국산업,237,50774,123,2435,2395
075970,동국알앤에스,842,125389,323,2605,2520
001230,동국제강,1144,217141,1405,6440,6360
086450,동국제약,1664,18750,1213,64500,63900
023450,동남합성,12,531,13,24300,24250
004140,동방,598,168315,295,1750,1765
099410,동방선기,266,70946,155,2215,2160
007590,동방아그로,93,5908,40,6730,6740
005960,동부건설,1006,27674,235,8610,8300
005965,동부건설우,38,649,12,18900,18100
016380,동부제철,274,19782,193,9700,9790
016385,동부제철우,137,697,54,78200,78100
083370,동북아12호,0,0,0,0,5030
083380,동북아13호,3,5800,29,5000,5090
026960,동서,758,33472,593,17750,17450
002210,동성제약,34697,3992317,75497,18350,18000
102260,동성코퍼레이션,646,29730,160,5410,5280
033500,동성화인텍,4419,288086,3110,10750,10950
005190,동성화학,83,3496,58,16550,16550
025950,동신건설,99,7042,41,5950,5810
000640,동아쏘시오홀딩스,858,7692,660,85300,84000
170900,동아에스티,6504,85937,7444,84200,82200
088130,동아엘텍,219,28814,220,7570,7550
028100,동아지질,2533,135616,2815,20900,20150
282690,동아타이어,10,1023,12,12100,12300
041930,동아화성,494,141562,726,5130,5120
001520,동양,542,164295,238,1455,1430
001527,동양2우B,13,144,1,8960,8850
001529,동양3우B,22,235,6,27200,26800
084670,동양고속,67,1064,29,27450,27000
030790,동양네트웍스,1748,1681187,1474,871,885
002900,동양물산,19180,7155996,6865,935,872
082640,동양생명,443,51572,194,3780,3730
060380,동양에스텍,70,4376,13,2905,2910
001525,동양우,44,12657,81,6410,6700
079960,동양이엔피,588,11087,130,11750,11700
008970,동양철관,1868,979867,1171,1195,1160
228340,동양파일,214,23336,87,3710,3710
092780,동양피스톤,483,52628,239,4555,4545
104460,동양피엔에프,157,28670,281,9910,9720
088910,동우팜투테이블,1532,432930,1873,4270,4355
094170,동운아나텍,324,62279,339,5490,5370
049770,동원F&B,2683,8136,1881,232000,224500
013120,동원개발,3956,129585,577,4415,4405
018500,동원금속,130,71058,62,858,869
006040,동원산업,859,2020,454,224000,223000
030720,동원수산,2898,182943,1690,9120,9250
014820,동원시스템즈,3373,27478,1000,36350,35200
014825,동원시스템즈우,23,568,16,27600,26950
163560,동일고무벨트,40,6447,35,5500,5510
109860,동일금속,35,2431,28,11600,11550
032960,동일기연,145,6684,83,12650,12400
004890,동일산업,49,767,43,56200,56100
002690,동일제강,77,13112,34,2615,2580
023790,동일철강,131,17850,73,4150,3990
005290,동진쎄미켐,9871,1586174,27616,17150,17100
025900,동화기업,673,18958,352,18550,18300
000020,동화약품,220,20512,162,7900,7850
011160,두산건설,344,94844,121,1285,1280
241560,두산밥캣,3429,220146,7124,32450,31650
042670,두산인프라코어,6407,1070053,6666,6260,6010
034020,두산중공업,4608,1038642,6748,6520,6300
016740,두올,343,71802,239,3330,3280
078590,두올산업,15186,4387061,4309,968,964
073190,듀오백,259,62761,158,2510,2615
030350,드래곤플라이,600,96881,330,3430,3450
203650,드림시큐리티,521,161235,502,3130,3085
060570,드림어스컴퍼니,413,44969,235,5240,5120
192650,드림텍,1619,274197,1830,6650,6650
217620,디딤,272,75829,171,2255,2230
187870,디바이스이엔지,287,25064,246,9870,9660
066670,디스플레이텍,125,9636,36,3690,3695
024090,디씨엠,29,589,7,12300,12200
003160,디아이,164,40751,130,3205,3155
092200,디아이씨,323,101407,243,2410,2360
110990,디아이티,239,23496,220,9320,9300
263690,디알젬,13663,666380,5091,7580,7310
214680,디알텍,3251,638239,1014,1595,1545
263720,디앤씨미디어,658,27550,371,13550,13500
109740,디에스케이,668,98006,1194,12150,12150
033430,디에스티,7341,470712,364,776,744
131030,디에이치피코리아,254,41227,302,7370,7360
196490,디에이테크놀로지,2555,899094,1512,1680,1705
066900,디에이피,79,2741,8,2825,2825
127120,디엔에이링크,127,12735,39,3100,3055
092070,디엔에프,836,136464,1258,9260,9160
134580,디엠티,167,12638,31,2545,2460
039840,디오,2343,62916,2699,43000,42250
196450,디오스텍,50411,1100661,811,739,717
013570,디와이,568,35326,170,4835,4750
210540,디와이파워,2506,121462,1214,10100,9620
079810,디이엔티,271,32975,117,3530,3610
227100,디자인,4192,225054,1787,7500,7190
113810,디젠스,3678,158233,83,532,525
043360,디지아이,110,18148,49,2695,2665
197140,디지캡,201,60943,240,3930,3955
106520,디지탈옵틱,548,1038588,691,657,670
068930,디지털대성,596,37168,298,8080,8120
033130,디지틀조선,3198,1260957,2896,2310,2215
033310,디케이디앤아이,1515,254417,752,2890,3075
105740,디케이락,935,146212,1482,10250,9820
263020,디케이앤디,93,12508,82,6480,6480
290550,디케이티,731,147960,1538,10150,10300
007340,디티알오토모티브,404,1831,56,30250,30350
187220,디티앤씨,179,30218,242,8050,7930
026890,디피씨,5549,1118813,6119,5410,5470
131180,딜리,229,28646,52,1810,1810
317120,라닉스,10841,583827,4917,8400,8400
042510,라온시큐어,10299,1538004,4749,3110,2970
050120,라이브플렉스,3406,2354440,2011,857,809
171120,라이온켐텍,242,13447,114,8380,8380
115390,락앤락,1555,71120,859,12050,12100
171010,램테크놀러지,12776,1660425,15483,9160,9500
084650,랩지노믹스,6107,246972,1144,4610,4585
217500,러셀,295,79002,174,2190,2185
033600,럭슬,383,170397,114,659,669
141080,레고켐바이오,833,29654,1426,47900,47800
038390,레드캡투어,443,6203,98,15850,15650
228670,레이,4912,110771,3862,34800,34300
228850,레이언스,116,7847,91,11650,11550
238120,로고스바이오,3814,290761,3819,13250,13000
215100,로보로보,1679,434640,2294,5250,5380
090360,로보스타,281,26424,491,18550,18400
108490,로보티즈,186,23425,270,11450,11500
900260,로스웰,1711,1898412,1260,669,636
067730,로지시스,900,106624,347,3280,3240
071280,로체시스템즈,1412,97452,478,4940,4905
032350,롯데관광개발,4440,226113,2556,11250,11050
000400,롯데손해보험,729,302541,638,2120,2085
023530,롯데쇼핑,4470,93008,11669,125000,124500
004000,롯데정밀화학,2535,42491,1941,45550,44850
286940,롯데정보통신,2804,28509,1277,44700,45400
280360,롯데제과,805,3422,488,142500,143000
004990,롯데지주,3898,126917,4747,37450,36350
00499K,롯데지주우,282,5965,305,50800,49600
005300,롯데칠성,3703,19579,2705,138000,133000
005305,롯데칠성우,34,349,25,71900,71900
011170,롯데케미칼,20215,181601,44762,246500,240000
002270,롯데푸드,278,631,272,431500,429500
071840,롯데하이마트,2529,90052,2722,30450,29250
038060,루멘스,407,189590,384,2050,1990
082800,루미마이크로,427,407209,588,1440,1435
085370,루트로닉,497,31058,260,8400,8340
08537M,루트로닉3우C,3,15,0,11700,11600
060240,룽투코리아,4018,215633,1204,5640,5420
058470,리노공업,1507,27974,1492,53400,52500
039980,리노스,281,109460,145,1325,1315
016100,리더스코스메틱,779,72079,433,6040,5900
197210,리드,12546,4850657,4412,881,881
012700,리드코프,741,111391,639,5770,5650
131100,리켐,1247,320958,1331,4150,4195
277070,린드먼아시아,288,18996,73,3905,3835
042500,링네트,620,124149,557,4485,4485
219420,링크제니시스,2250,406492,3539,8590,8910
027740,마니커,13245,13125059,12154,916,940
195500,마니커에프앤지,7809,759902,10639,13550,14700
305090,마이크로디지탈,402,43669,679,15400,15400
098120,마이크로컨텍솔,231,63200,187,2965,2955
227950,마이크로텍,566,314416,699,2280,2170
147760,마이크로프랜드,554,42916,184,4280,4295
038290,마크로젠,792,55366,1314,23750,23200
204320,만도,14293,284301,9440,33600,33200
001080,만호제강,48,784,13,17100,16950
267980,매일유업,1795,9171,860,94200,92700
005990,매일홀딩스,535,1652,20,11900,11900
127160,매직마이크로,1066,944871,1137,1195,1215
093520,매커스,218,20532,79,3870,3815
141070,맥스로텍,268,136883,163,1210,1180
088980,맥쿼리인프라,1670,613954,7326,11950,11900
094800,맵스리얼티1,380,81077,402,4960,4955
100590,머큐리,804,143733,1511,10450,10550
067280,멀티캠퍼스,406,7263,304,42200,42350
072870,메가스터디,1254,81740,925,11500,11050
215200,메가스터디교육,1585,19340,641,33350,33250
133750,메가엠디,18081,4049852,12166,3020,2875
041920,메디아나,335,40963,339,8240,8210
086900,메디톡스,4526,25694,9319,364900,359700
015540,메디파트너생명공학,912,123553,798,6570,6400
078160,메디포스트,2610,174861,5353,30850,29350
065650,메디프론,278,45196,201,4445,4450
138040,메리츠금융지주,2953,41601,525,12650,12450
008560,메리츠종금증권,4621,679487,3324,4885,4850
000060,메리츠화재,10329,231440,4457,19150,18850
021880,메이슨캐피탈,278,282990,80,278,288
140410,메지온,10194,259555,44760,172500,176900
241770,메카로,196,43124,596,13850,13600
090370,메타랩스,2180,406805,595,1455,1470
059210,메타바이오메드,257,79320,186,2335,2330
058110,멕아이씨에스,200,21096,75,3585,3500
096640,멜파스,216,53047,131,2480,2430
017180,명문제약,1025,167495,702,4215,4095
257370,명성티엔에스,310,37572,509,13450,13650
012690,모나리자,2557,426675,1716,4040,3970
005360,모나미,2024,296540,1318,4450,4445
080420,모다이노칩,470,77408,244,3185,3120
080160,모두투어,6830,447176,6806,15600,14100
204210,모두투어리츠,24,2598,8,2970,2975
100030,모바일리더,839,33997,816,23750,23400
087260,모바일어플라이언스,1359,347117,1915,5620,5340
101330,모베이스,3172,630880,2696,4315,4090
250060,모비스,931,341589,896,2660,2610
033200,모아텍,34,909,4,4280,4305
009680,모토닉,327,15970,137,8560,8530
118990,모트렉스,299,54259,183,3395,3375
006920,모헨즈,231,29960,127,4285,4150
009580,무림P&P,774,65137,286,4420,4325
001810,무림SP,110,16648,38,2295,2295
009200,무림페이퍼,121,21552,56,2595,2570
033920,무학,449,22135,204,9320,9150
008420,문배철강,299,54948,151,2745,2705
028040,미래SCI,29858,4062479,2241,546,552
095500,미래나노텍,145,18417,59,3180,3185
025560,미래산업,14195,8995011,1518,168,166
218150,미래생명자원,978,249854,805,3215,3255
007120,미래아이앤지,137,215189,61,288,285
006800,미래에셋대우,22156,1321474,9813,7440,7260
00680K,미래에셋대우2우B,664,118219,504,4260,4230
265480,미래에셋대우스팩1호,11,3026,6,2100,2110
310200,미래에셋대우스팩2호,90,37028,77,2090,2075
328380,미래에셋대우스팩3호,15,14224,29,2055,2075
006805,미래에셋대우우,168,21599,100,4625,4585
100790,미래에셋벤처투자,589,142493,628,4410,4305
085620,미래에셋생명,627,31624,128,4035,4015
049950,미래컴퍼니,536,11828,405,34350,33750
213090,미래테크놀로지,96,2435,22,9110,9130
207760,미스터블루,6641,698963,4931,6990,6980
002840,미원상사,32,5207,295,56100,55300
268280,미원에스씨,133,9817,697,71800,70900
107590,미원홀딩스,74,1125,46,41050,40900
134380,미원화학,89,1182,50,42600,42550
003650,미창석유,71,448,35,78500,78400
059090,미코,4129,695063,3988,5640,5770
201490,미투온,25487,4891172,35604,7390,6570
214180,민앤지,1732,126452,2128,16700,16800
155900,바다로19호,24,1290,4,2950,2950
206640,바디텍메드,630,24855,218,8750,8600
018700,바른손,893,256286,543,2095,2080
035620,바른손이앤에이,8011,2665663,4234,1585,1460
029480,바른테크놀로지,585,219201,204,940,932
053030,바이넥스,1481,267703,2382,8840,8940
064550,바이오니아,1452,76982,578,7490,7440
208710,바이오로그디바이스,255,71567,129,1825,1810
142760,바이오리더스,700,106109,799,7480,7420
086820,바이오솔루션,1885,85272,2574,30000,29950
038460,바이오스마트,279,44575,214,4800,4810
044480,바이오제네틱스,1131,179930,1211,6780,6530
086040,바이오톡스텍,11924,1896983,13171,7090,6750
032980,바이온,975,405951,552,1355,1330
043150,바텍,1212,20874,537,25850,25450
003610,방림,59,24508,49,2005,2000
267790,배럴,823,89415,954,10700,10700
001340,백광산업,459,242387,614,2545,2500
014580,백광소재,14649,2238126,10519,4775,4700
046310,백금T&A,500,177336,474,2705,2580
035150,백산,1475,304508,2113,6870,6910
036620,버추얼텍,281,77802,61,806,760
066410,버킷스튜디오,195,51641,98,1905,1880
002410,범양건영,679,127532,203,1590,1595
019010,베뉴지,92,36779,68,1810,1850
177350,베셀,185,22480,68,3025,3005
299910,베스파,253,22788,355,15350,15450
096300,베트남개발1,128,118230,52,438,438
007210,벽산,3584,583066,1112,1930,1855
225530,보광산업,379,39595,166,4175,4085
250000,보라티알,276,23300,180,7750,7740
002760,보락,890,459149,922,2020,2000
014100,보령메디앙스,328,36794,276,7520,7420
003850,보령제약,2569,144008,1771,12300,12200
006910,보성파워텍,2440,514664,1137,2230,2130
000890,보해양조,26028,30209737,37471,1250,1140
226340,본느,9710,976363,3913,4020,3810
003000,부광약품,1615,186722,2640,14200,13750
001270,부국증권,83,519,10,20300,20350
001275,부국증권우,15,1432,27,18900,18900
026940,부국철강,434,96343,369,3820,3735
014470,부방,892,212509,633,2980,2960
015350,부산가스,29,207,7,35600,35550
011390,부산산업,5614,162813,25642,159000,148500
005030,부산주공,143,50654,25,489,480
008470,부스타,204,22112,126,5730,5710
