주문번호,종목이름,임시,거래량,거래대금,종가,기준가
100120,뷰웍스,763,27213,656,24000,23950
066980,브레인콘텐츠,2245,550963,350,639,625
064480,브리지텍,53,4191,12,2950,2945
251630,브이원텍,3464,263821,2283,8660,8270
263920,블러썸엠앤씨,1996,233105,2829,11850,12000
033560,블루콤,675,124559,378,3040,2930
121800,비덴트,2014,231412,1973,8530,8700
148140,비디아이,250,12212,102,8320,8330
100220,비상교육,363,31379,256,8190,8020
200780,비씨월드제약,221,25964,348,13450,13350
141000,비아트론,382,67350,676,10050,9880
090460,비에이치,8077,534483,10838,19900,20200
083650,비에이치아이,291,94692,215,2280,2330
086670,비엠티,397,59402,411,6950,6840
138580,비즈니스온,835,21039,295,14100,13850
082920,비츠로셀,913,47781,519,10850,10900
042370,비츠로테크,169,18431,100,5460,5450
032850,비트컴퓨터,355,60555,241,3985,3985
101140,비티원,476,106784,293,2725,2835
238200,비피도,172,6694,147,21900,21900
093190,빅솔론,172,20145,106,5290,5320
065450,빅텍,1701,936731,2656,2845,2900
005180,빙그레,899,7448,428,57400,56000
072950,빛샘전자,180,17429,101,5730,5690
143240,사람인에이치알,2067,47915,1375,28700,28700
003960,사조대림,223,10346,176,16900,16900
008040,사조동아원,398,458103,491,1065,1060
007160,사조산업,484,9069,369,40950,40150
014710,사조씨푸드,322,35554,192,5420,5350
006090,사조오양,1118,142691,1236,8500,8580
100090,삼강엠앤티,158,33811,147,4365,4285
005090,삼광글라스,95,1712,54,31450,31500
122350,삼기오토모티브,95,20883,54,2620,2590
014970,삼륭물산,1474,298680,3072,10250,10150
018310,삼목에스폼,184,5041,48,9540,9310
053700,삼보모터스,186,25472,130,5120,5090
009620,삼보산업,2602,1987288,2020,1005,1105
023600,삼보판지,474,31162,262,8490,8300
111870,삼본전자,59211,13047769,35809,2670,2490
001470,삼부토건,882,696572,490,700,698
006400,삼성SDI,13321,210309,47816,226500,227000
006405,삼성SDI우,273,1639,145,88600,88700
006660,삼성공조,159,10110,87,8660,8650
309930,삼성머스트스팩3호,1,10,0,2150,2120
028260,삼성물산,7026,207708,19069,91700,90800
02826K,삼성물산우B,59,2368,163,68800,68300
207940,삼성바이오로직스,5926,82763,27197,329500,325000
032830,삼성생명,8824,166252,11891,71400,70300
291230,삼성스팩2호,19,29606,62,2105,2085
018260,삼성에스디에스,3643,39827,7857,197000,194500
028050,삼성엔지니어링,6793,502300,8624,17100,17050
009150,삼성전기,25359,933856,102688,110000,112000
009155,삼성전기우,790,12054,534,44150,45050
005930,삼성전자,56566,10870187,544569,50000,49150
005935,삼성전자우,9980,981668,39997,40600,40000
001360,삼성제약,10814,1731663,5049,2925,2820
010140,삼성중공업,13897,3508124,28505,8140,7960
010145,삼성중공우,169,2714,169,62000,60900
016360,삼성증권,5838,178845,6254,35000,34350
068290,삼성출판사,369,28802,347,12100,11900
029780,삼성카드,2932,66610,2303,34650,34100
000810,삼성화재,11606,102421,22922,222000,221000
000815,삼성화재우,989,7913,1293,163500,163000
006110,삼아알미늄,590,16583,74,4475,4440
009300,삼아제약,59,3557,58,16200,16150
145990,삼양사,1232,7708,382,49750,48300
145995,삼양사우,46,471,16,33950,34350
003230,삼양식품,2308,26114,2056,79000,79500
225190,삼양옵틱스,134,10853,143,13250,13100
002170,삼양통상,500,1631,100,61700,60700
272550,삼양패키징,374,4772,77,16100,16100
000070,삼양홀딩스,1427,10461,647,62300,60000
000075,삼양홀딩스우,29,69,3,44700,43950
002810,삼영무역,232,7218,117,16200,16200
054540,삼영엠텍,168,34593,118,3420,3400
005680,삼영전자,750,15339,136,8890,8810
003720,삼영화학,365,33454,35,1070,1070
023000,삼원강재,66,4147,12,2825,2820
073640,삼원테크,174,61098,69,1135,1125
004380,삼익THK,775,12663,153,12100,12000
002450,삼익악기,448,170322,310,1825,1780
032280,삼일,107,27644,56,2040,2015
002290,삼일기업공사,860,248361,822,3320,3285
000520,삼일제약,506,36581,799,21800,21600
009770,삼정펄프,117,406,14,33850,34750
037460,삼지전자,490,86272,919,10650,10550
032750,삼진,348,50018,535,10650,10450
054090,삼진엘앤디,533,176444,366,2080,2105
005500,삼진제약,822,22541,584,25550,25500
000250,삼천당제약,2454,92139,3227,35000,34800
004690,삼천리,248,2626,221,83900,84100
024950,삼천리자전거,349,26585,149,5620,5590
038500,삼표시멘트,614,82026,287,3510,3465
017480,삼현철강,229,31169,128,4145,4100
001880,삼호,354,3810,73,19350,18550
010960,삼호개발,1090,68673,302,4430,4320
046390,삼화네트웍스,684,201189,297,1495,1450
004450,삼화왕관,16,215,10,46250,46100
009470,삼화전기,418,34611,529,15200,15100
011230,삼화전자,174,38052,102,2670,2680
001820,삼화콘덴서,2373,143286,7165,50400,50600
000390,삼화페인트,796,55016,311,5680,6000
027580,상보,860,406062,435,1075,1060
038540,상상인,6948,1185175,14434,12050,11450
307870,상상인이안1호스팩,6,3060,6,2070,2075
329560,상상인이안제2호스팩,19,33104,68,2040,2040
101000,상상인인더스트리,11805,2628494,5627,2150,2005
001290,상상인증권,5387,419689,704,1650,1625
041650,상신브레이크,383,14886,59,3995,3935
091580,상신이디피,2161,122583,1033,8510,8230
263810,상신전자,261,47211,243,5170,5200
089980,상아프론테크,2372,229679,3662,16050,15300
042940,상지카일룸,190,142424,203,1430,1430
042600,새로닉스,384,1776,7,3815,3830
075180,새론오토모티브,721,22257,100,4485,4565
263540,샘코,1176,235497,1684,7230,7140
007540,샘표,1162,25800,1047,40750,41750
248170,샘표식품,816,19002,579,30400,31050
038070,서린바이오,452,27405,236,8650,8510
006730,서부T&D,2026,152589,1144,7550,7240
079650,서산,136,32614,97,2970,2980
100660,서암기계공업,11014,877648,6164,6910,6830
007860,서연,880,73166,262,3525,3540
200880,서연이화,851,40999,244,5990,5900
012860,서연전자,20424,14682904,33056,2255,1800
019770,서연탑메탈,2880,500276,1398,2725,2690
017390,서울가스,8,58,4,68800,68600
043710,서울리거,535,212532,326,1540,1545
046890,서울반도체,3101,323063,4413,13800,13500
004410,서울식품,595,1390220,248,180,176
004415,서울식품우,176,31470,114,3625,3555
063170,서울옥션,891,118617,612,5200,5170
027040,서울전자통신,132,49834,54,1095,1070
018680,서울제약,203,14382,94,6530,6470
021050,서원,454,437995,486,1115,1075
093920,서원인텍,557,41258,241,5900,5850
189860,서전기전,286,45118,180,3990,3920
178320,서진시스템,3088,335110,8741,26100,26200
122690,서진오토모티브,94,5409,12,2230,2175
140070,서플러스글로벌,221,78395,180,2325,2270
011370,서한,894,310755,405,1305,1295
065710,서호전기,350,8423,190,22750,22400
008490,서흥,1826,16136,524,32500,32100
035890,서희건설,3810,1420424,1625,1150,1125
003100,선광,67,6005,93,15550,15500
123420,선데이토즈,1019,122153,2226,18250,18200
007610,선도전기,356,72053,251,3510,3380
171090,선익시스템,1244,201126,1804,9050,8630
136490,선진,613,54820,543,9970,9820
002820,선창산업,80,10888,49,4545,4590
014620,성광벤드,4837,148178,1587,10900,10250
037350,성도이엔지,350,50679,234,4620,4565
014910,성문전자,2306,684523,1675,2405,2445
014915,성문전자우,454,27576,343,12500,12000
003080,성보화학,77,1645,8,4895,4895
004980,성신양회,857,123230,1052,8560,8330
004985,성신양회우,150,5299,61,11500,11250
011300,성안,103,61363,28,454,452
081580,성우전자,208,52938,158,3035,3025
045300,성우테크론,147,126783,521,4110,4225
015750,성우하이텍,1209,202230,714,3525,3500
000180,성창기업지주,141,52650,93,1780,1775
080470,성창오토텍,475,56388,444,7940,7730
043260,성호전자,336,46171,38,840,828
148150,세경하이테크,4361,143166,6699,47550,46900
002420,세기상사,79,593,33,56700,55500
053060,세동,125,29192,22,765,772
017510,세명전기,591,104294,519,5010,4835
214310,세미콘라이트,1228,1011012,707,699,720
004360,세방,407,8606,102,11950,11600
004365,세방우,7,87,1,6710,6720
004490,세방전지,698,7038,266,37600,37500
011560,세보엠이씨,233,16242,134,8330,8170
001430,세아베스틸,1455,29026,464,16100,15600
306200,세아제강,330,1556,99,64200,61800
003030,세아제강지주,224,689,35,51100,50500
019440,세아특수강,408,7537,100,13400,13350
058650,세아홀딩스,23,480,39,81400,80800
013000,세우글로벌,1440,1225125,2390,1995,1910
100700,세운메디칼,318,42650,147,3450,3400
234100,세원,180,50415,126,2500,2500
091090,세원셀론텍,377,182557,554,3015,2990
067830,세이브존I&C,182,23620,80,3400,3380
033530,세종공업,551,53674,237,4440,4365
258830,세종메디칼,323,29849,259,8620,8650
036630,세종텔레콤,1279,2010302,801,398,389
039310,세중,206,51775,159,3120,3070
075580,세진중공업,408,130561,708,5400,5400
067770,세진티에스,155,42144,116,2795,2740
053450,세코닉스,306,60057,411,6850,6850
234340,세틀뱅크,4768,199322,7061,34750,36650
027970,세하,888,174299,493,2845,2845
252500,세화피앤씨,890,247315,705,2815,2805
051980,센트럴바이오,3257,2059139,1758,807,830
049180,셀루메드,679,129945,702,5390,5380
299660,셀리드,10082,639707,15298,23300,22750
268600,셀리버리,4347,305296,13239,42950,42900
208370,셀바스헬스케어,246,46395,93,2010,1975
068270,셀트리온,12364,322327,58751,182500,181500
068760,셀트리온제약,4410,221719,8636,38950,38950
091990,셀트리온헬스케어,6889,428768,23372,54400,53900
053110,소리바다,450,347328,314,900,911
032680,소프트센,5944,4567946,8478,1850,1600
032685,소프트센우,553,23399,615,25200,23000
066910,손오공,500,255065,385,1535,1480
043100,솔고바이오,655,970169,224,231,232
154040,솔루에타,256,38066,120,3190,3110
035610,솔본,213,41694,176,4200,4200
036830,솔브레인,9610,404482,33290,82200,81300
230980,솔트웍스,312,67161,251,3765,3620
004430,송원산업,4125,107176,1995,18550,18450
086980,쇼박스,867,312853,967,3105,3050
050960,수산아이앤티,88,5404,33,6210,6150
017550,수산중공업,502,327924,481,1475,1450
084180,수성,439,95129,309,3310,3270
253840,수젠텍,3978,379295,2535,6700,6500
002200,수출포장,125,6318,120,19150,18750
058530,슈펙스비앤피,933,535503,252,467,475
236200,슈프리마,1122,83597,1910,22800,22650
317770,슈프리마아이디,191,10145,202,19950,19800
094840,슈프리마에이치큐,116,18110,98,5460,5440
192440,슈피겐코리아,4400,57189,3411,59400,57800
099440,스맥,291,94427,252,2670,2660
053210,스카이라이프,661,24096,217,9090,8870
033790,스카이문스테크놀로지,219,33206,31,935,920
159910,스킨앤스킨,174,192811,62,324,322
158310,스타모빌리티,588,208588,639,3105,3130
115570,스타플렉스,35,3355,16,4650,4650
253450,스튜디오드래곤,4630,73201,4850,66400,65000
013810,스페코,215,54772,154,2810,2815
049830,승일,87,4565,40,8770,8780
020710,시공테크,145,10415,52,4990,4910
033170,시그네틱스,11304,1874050,1993,1065,1060
048870,시너지이노베이션,492,211539,420,1995,2040
025320,시노펙스,2531,1145286,3399,2945,2990
134790,시디즈,65,557,22,39250,39250
269620,시스웍,260,58087,148,2555,2535
131090,시큐브,266,189326,251,1335,1300
016590,신대양제지,890,12482,826,66500,64300
029530,신도리코,1477,8761,333,38200,37450
004970,신라교역,508,130667,1672,12900,12900
001000,신라섬유,209,51787,101,1935,1900
025870,신라에스지,607,53684,779,14700,14700
215600,신라젠,46322,11231143,158829,13700,13450
065350,신성델타테크,151,22038,67,3050,2995
011930,신성이엔지,1589,630048,588,949,916
005390,신성통상,2360,2092756,3307,1560,1600
004170,신세계,5357,32749,8150,247000,245500
034300,신세계건설,375,5586,137,25100,24450
031430,신세계인터내셔날,4733,40763,7902,191000,196000
031440,신세계푸드,347,2599,192,74300,73700
006880,신송홀딩스,718,121115,502,4100,4195
056000,신스타임즈,2978,489940,1037,2200,1780
002800,신신제약,411,65966,407,6150,6160
307180,신영스팩4호,496,174803,371,2140,2130
323280,신영스팩5호,80,19362,41,2100,2100
005800,신영와코루,16,58,6,105000,105000
001720,신영증권,249,1888,104,54900,54800
001725,신영증권우,87,594,31,52800,52800
009270,신원,10156,1737463,3750,2160,2100
009275,신원우,180,1830,95,51900,51300
017000,신원종합개발,120,14741,55,3700,3690
002700,신일산업,2980,2334645,3759,1615,1570
012790,신일제약,90,4454,38,8700,8550
138070,신진에스엠,40,2214,12,5530,5450
019170,신풍제약,492,109913,683,6190,6210
019175,신풍제약우,110,6760,37,5490,5490
002870,신풍제지,115,74252,96,1300,1300
293940,신한알파리츠,473,83279,664,7990,7990
277480,신한제4호스팩,6,12005,25,2110,2105
323230,신한제5호스팩,77,33956,71,2085,2085
055550,신한지주,12671,701068,29740,42500,41350
001770,신화실업,275,6494,149,22850,22550
056700,신화인터텍,2833,552413,2412,4350,4190
187270,신화콘텍,74,23763,65,2740,2755
004080,신흥,15,26,0,9370,9390
243840,신흥에스이씨,278,14575,495,33900,33750
108320,실리콘웍스,4232,105068,3577,33700,33300
222800,심텍,5140,351767,3486,9900,9810
036710,심텍홀딩스,246,71341,120,1695,1670
160980,싸이맥스,547,73881,687,9360,9100
217330,싸이토젠,2117,342550,3675,10850,10850
102280,쌍방울,665,763424,764,1000,995
003410,쌍용양회,2979,320914,1897,5900,5850
003415,쌍용양회우,175,24148,252,10600,10400
010280,쌍용정보통신,1467,1068749,1727,1655,1650
003620,쌍용차,666,149572,411,2805,2695
004770,써니전자,30390,6731512,24965,3670,3570
208640,썸에이지,2362,899265,492,548,535
222420,쎄노텍,1774,759056,1756,2325,2305
037760,쎄니트,87,11093,19,1710,1685
136510,쎄미시스코,142,17307,132,7680,7630
099320,쎄트렉아이,763,47525,1000,21000,21300
049960,쎌바이오텍,1467,115211,2242,19400,19200
050890,쏠리드,4259,880487,5190,5850,5920
222080,씨아이에스,2089,311712,725,2340,2285
004920,씨아이테크,217,73322,35,479,474
264660,씨앤지하이테크,1197,114798,939,8150,8200
112610,씨에스윈드,1512,39642,1242,32000,31400
225330,씨엠에스에듀,593,11070,61,5500,5480
115480,씨유메디칼,124,24883,54,2160,2190
096530,씨젠,1934,111446,2527,22700,22100
900120,씨케이에이치,459,750716,256,338,333
101240,씨큐브,75,9023,70,7810,7670
047920,씨트리,4023,549810,2864,5290,4915
060590,씨티씨바이오,1619,273221,1700,6030,6110
036170,씨티젠,59288,11330887,26780,2290,1980
260930,씨티케이코스메틱스,204,6790,101,14900,14550
013990,아가방컴퍼니,1208,288946,1052,3640,3620
123860,아나패스,2709,139035,4209,30200,29400
025980,아난티,10896,2405236,29498,12400,11900
008700,아남전자,883,322384,724,2255,2230
125210,아모그린텍,1376,59436,497,8400,8320
002790,아모레G,6366,224099,14947,67900,63600
002795,아모레G우,379,12366,342,27900,26500
090430,아모레퍼시픽,7942,202827,30702,152500,149500
090435,아모레퍼시픽우,435,12728,952,75600,74500
052710,아모텍,2659,102907,2248,21650,21300
074430,아미노로직스,781,333219,701,2105,2090
092040,아미코젠,533,52426,1180,22700,22350
083930,아바코,1093,127665,688,5390,5310
149950,아바텍,151,8109,65,8100,8040
036010,아비코전자,221,20384,93,4580,4530
002030,아세아,195,223,26,115500,114500
183190,아세아시멘트,681,1785,157,89500,86600
002310,아세아제지,850,33536,1014,30450,29100
050860,아세아텍,2347,389086,1651,4350,4190
246720,아스타,123,4329,21,4890,4845
067390,아스트,10493,836072,7941,9440,9070
127710,아시아경제,187,54818,115,2125,2105
267850,아시아나IDT,862,87880,1534,17400,16950
020560,아시아나항공,3062,978891,5156,5290,5220
154030,아시아종묘,978,144468,922,6400,6240
227610,아우딘퓨쳐스,382,42699,358,8360,8170
143160,아이디스,6555,138965,4450,32800,32600
054800,아이디스홀딩스,36,2787,37,13300,13300
122900,아이마켓코리아,2199,232239,2343,10100,10150
099190,아이센스,1591,65072,1820,27850,28150
289010,아이스크림에듀,168,15505,127,8200,8190
214430,아이쓰리시스템,216,19219,362,18900,18800
040910,아이씨디,5998,507147,6965,13600,13550
068940,아이씨케이,405,207068,355,1735,1710
052860,아이앤씨,1515,356776,1806,5090,4980
010780,아이에스동서,794,22705,696,30700,30100
069920,아이에스이커머스,67,5775,28,4920,4900
038880,아이에이,9359,1162684,633,545,535
123010,아이에이네트웍스,951,109218,654,5960,5780
101390,아이엠,345,179098,199,1110,1100
226350,아이엠텍,288,256999,258,1010,998
078860,아이오케이,481,504681,999,1945,2055
114810,아이원스,580,114557,641,5660,5380
031310,아이즈비전,476,39636,174,4425,4315
185490,아이진,743,80888,834,10200,10300
059100,아이컴포넌트,124,11658,71,6090,6070
175250,아이큐어,557,40060,954,23750,23600
052460,아이크래프트,16269,3964378,14060,3390,3080
119830,아이텍,465,61621,371,5970,6140
124500,아이티센,381,71007,304,4320,4280
027360,아주IB투자,169,37133,36,980,976
033660,아주캐피탈,873,22722,247,10900,10950
032080,아즈텍WB,127,8969,16,1825,1785
013310,아진산업,2184,449696,1300,2925,2875
059120,아진엑스텍,271,23868,159,6760,6450
067160,아프리카TV,2714,49115,3263,66100,66900
001540,안국약품,766,113570,1297,11350,11400
053800,안랩,2647,134500,8273,62000,60800
065660,안트로젠,1375,82492,3524,42400,41750
297570,알로이스,1331,183214,449,2460,2525
001780,알루코,908,123945,277,2245,2185
260660,알리코제약,5557,449719,5533,12150,12450
131370,알서포트,4492,1268201,4001,3190,3175
140670,알에스오토메이션,600,68654,650,9470,9360
096610,알에프세미,341,61313,345,5660,5630
061040,알에프텍,725,184067,1369,7470,7340
148250,알엔투테크놀로지,222,34650,439,12750,12800
196170,알테오젠,1873,129975,4980,39000,37800
123750,알톤스포츠,54,14693,33,2225,2250
085810,알티캐스트,7059,864889,1741,2030,2045
117670,알파홀딩스,1012,167386,1163,7100,6880
293780,압타바이오,4781,427626,8066,18400,18850
018250,애경산업,961,52559,1597,30400,29950
161000,애경유화,1073,186705,1477,7950,7710
196300,애니젠,1287,80629,765,9240,9430
205500,액션스퀘어,1980,363792,491,1330,1385
052790,액토즈소프트,218,18129,201,11200,11050
131400,액트,162,86576,388,4455,4510
290740,액트로,579,125664,1386,11050,10950
238090,앤디포스,2214,335140,1677,5050,4830
092600,앤씨앤,634,164786,392,2380,2315
174900,앱클론,5235,119793,4887,39650,40050
255440,야스,4514,378383,9382,24050,25800
030960,양지사,378,13337,141,10650,10550
102120,어보브반도체,1373,159887,909,5720,5550
019990,에너토크,269,27290,104,3835,3820
011090,에넥스,537,260543,279,1085,1035
041440,에버다임,74,8991,43,4745,4745
038680,에스넷,1751,344755,2499,7350,7050
217480,에스디생명공학,17889,3400960,24770,7270,7470
121890,에스디시스템,530,185514,477,2545,2600
097780,에스맥,1768,1704124,1442,840,842
073070,에스모,62769,24449973,56628,2270,2335
042110,에스씨디,193,99744,107,1085,1070
103230,에스앤더블류,1105,135775,433,3220,3040
900080,에스앤씨엔진그룹,175,104782,47,448,453
101490,에스앤에스텍,11961,1179216,11822,10050,9740
095910,에스에너지,1197,13692,52,3755,3735
275630,에스에스알,280,41393,279,6830,6610
031330,에스에이엠티,1139,614589,1348,2195,2195
060540,에스에이티,331,140671,276,1975,1970
056190,에스에프에이,5863,159901,6760,42650,41750
080000,에스엔유,254,35648,95,2660,2585
160600,에스엔텍비엠,2811,851791,2359,2760,2775
005850,에스엘,1894,29381,649,22150,21800
041510,에스엠,23095,1414909,52540,37250,34450
007820,에스엠코어,958,120943,1022,8510,8180
109610,에스와이,186,26312,111,4225,4210
012750,에스원,2415,40490,3901,96600,96200
080440,에스제이케이,644,154287,299,1890,2060
096630,에스코넥,520,290272,408,1415,1395
069510,에스텍,442,18553,217,11900,11850
041910,에스텍파마,1004,123227,894,7240,7020
234300,에스트래픽,297,28527,213,7470,7310
039440,에스티아이,6077,505773,9247,18550,17100
098660,에스티오,210,20645,49,2350,2280
052020,에스티큐브,1327,262300,2919,10900,10500
237690,에스티팜,1017,34611,616,17950,17450
050760,에스폴리텍,191,44448,160,3590,3545
288620,에스퓨얼셀,590,61518,945,15450,15000
317830,에스피시스템스,1408,209985,1661,7730,7770
058610,에스피지,398,54640,416,7660,7600
043340,에쎈테크,236,69579,60,873,859
023960,에쓰씨엔지니어링,176,33889,51,1500,1500
298690,에어부산,8164,777850,4973,6420,6280
054630,에이디칩스,3426,835355,1148,1355,1340
200710,에이디테크놀로지,2410,125347,2018,16150,16000
140910,에이리츠,26,3187,20,6440,6410
078520,에이블씨엔씨,799,32029,349,10800,10700
298380,에이비엘바이오,13033,1549322,30265,19200,18900
003800,에이스침대,71,861,29,33400,33750
088800,에이스테크,9667,1636715,12504,7580,7950
241840,에이스토리,4216,149163,1413,9550,9240
039230,에이아이비트,84879,3449072,1930,562,556
312610,에이에프더블류,355,43963,611,13900,13850
015260,에이엔피,207,147747,50,343,339
072990,에이치시티,379,34804,338,9700,9740
176440,에이치엔티,320,60323,796,13250,13250
028300,에이치엘비,50803,2649313,328669,122300,110500
067630,에이치엘비생명과학,18289,3535439,53280,14500,13900
043220,에이치엘비파워,3250,2071663,1971,915,896
239610,에이치엘사이언스,2173,35903,2309,64700,64700
044780,에이치케이,2624,160361,254,1590,1575
071670,에이테크솔루션,427,41486,335,8060,7950
045660,에이텍,2288,421421,3817,9200,8790
224110,에이텍티앤,471,70859,579,8220,8060
021080,에이티넘인베스트,238,166362,297,1775,1775
089530,에이티세미콘,123,148317,78,526,519
003060,에이프로젠제약,42423,46228424,57095,1210,1235
089970,에이피티씨,702,67097,425,6410,6440
230240,에치에프알,5219,370434,8942,24300,25050
064510,에코마이스터,6241,786256,4614,5840,5590
230360,에코마케팅,7412,247260,8190,32450,32400
038870,에코바이오,272,24644,126,5140,5060
128540,에코캡,19727,2043867,6882,3230,3385
086520,에코프로,1216,139945,2639,18950,18450
247540,에코프로비엠,7138,163655,8216,50500,48800
038110,에코플라스틱,133,41572,66,1615,1605
073540,에프알텍,1779,294814,1858,6290,6250
064090,에프앤리퍼블릭,339,204383,211,1035,1005
036810,에프에스티,2885,600844,4249,7110,6730
173940,에프엔씨엔터,668,8478,62,7350,7230
083500,에프엔에스테크,825,73131,404,5420,5600
054940,엑사이엔씨,12902,1606943,3225,1980,2025
950130,엑세스바이오,2862,406273,909,2270,2275
205100,엑셈,295,99849,274,2735,2740
092870,엑시콘,276,52899,313,5930,5880
067570,엔브이에이치코리아,94,30411,84,2755,2770
101400,엔시트론,257,257067,119,467,459
036570,엔씨소프트,5297,33160,17169,518000,516000
217820,엔에스,1010,142935,857,5950,6160
138250,엔에스쇼핑,1705,27315,270,10000,9600
031860,엔에스엔,401,131357,174,1315,1315
256840,엔에이치스팩11호,12376,2446320,6432,2520,2360
273060,엔에이치스팩12호,20,50336,106,2100,2105
310840,엔에이치스팩13호,7,1400,3,2120,2135
319400,엔에이치스팩14호,10,5441,11,2080,2075
208860,엔지스테크널러지,253,31943,153,4860,4810
183490,엔지켐생명과학,1562,47148,2363,50400,48250
085310,엔케이,359,147097,188,1280,1275
182400,엔케이맥스,568,99095,1023,10450,10150
009810,엔케이물산,1247,1236109,911,737,740
206400,엔터메이트,1555,294838,216,733,726
069410,엔텔스,258,22151,264,11950,12100
048830,엔피케이,357,200597,364,1835,1805
096870,엘디티,215,18867,50,2645,2690
900140,엘브이엠씨홀딩스,389,167989,621,3690,3695
061970,엘비세미콘,11177,2045261,16844,8280,7960
138690,엘아이에스,264,47354,628,13200,13350
290650,엘앤씨바이오,855,36673,844,23250,23050
066970,엘앤에프,2463,153473,3362,21900,21650
073110,엘엠에스,1218,180074,3283,18300,17800
083310,엘오티베큠,1212,227996,1883,8440,7960
037950,엘컴텍,623,219317,341,1555,1570
170920,엘티씨,1969,236201,3364,13950,14450
058630,엠게임,915,92246,311,3375,3335
097520,엠씨넥스,7445,838665,20392,24000,23950
179290,엠아이텍,1787,368700,1752,4740,4625
009780,엠에스씨,113,10038,54,5410,5350
123040,엠에스오토텍,10082,1558665,8859,5690,5540
032790,엠젠플러스,1256,194038,981,5100,5060
033160,엠케이전자,322,33890,267,7850,7820
259630,엠플러스,240,18733,307,16250,16600
115960,연우,957,33001,766,23250,22850
090740,연이정보통신,1153,266901,1787,6620,6710
014440,영보화학,77,7196,24,3390,3390
007530,영신금속,158,90775,169,1860,1880
143540,영우디에스피,1478,588876,945,1620,1605
111770,영원무역,5987,88563,2987,33900,33900
009970,영원무역홀딩스,1370,6551,331,51600,51000
036180,영인프런티어,1428,376790,3903,10350,10400
003520,영진약품,2959,626490,3127,4975,4880
000670,영풍,178,360,207,576000,568000
036560,영풍정밀,444,13815,115,8380,8340
006740,영풍제지,352,24230,72,3000,3005
012280,영화금속,154,71545,98,1370,1365
265560,영화테크,506,43624,488,11400,11000
012160,영흥철강,672,144355,156,1095,1050
036000,예림당,589,86132,344,4005,3930
250930,예선테크,364,70312,204,2850,2960
053280,예스24,184,47351,309,6490,6500
015360,예스코홀딩스,48,437,17,38600,38050
122640,예스티,708,46570,504,10750,10750
900300,오가닉티코스메틱,2099,482304,880,1805,1810
045060,오공,550,142965,498,3495,3435
080520,오디텍,485,72922,351,4840,4720
007310,오뚜기,502,2127,1215,569000,562000
079440,오렌지라이프,4835,172879,4641,27150,26300
039830,오로라,336,62316,701,11200,11150
046120,오르비텍,1379,353679,1511,4295,4130
014940,오리엔탈정공,139,86258,72,829,832
002630,오리엔트바이오,552,796623,340,428,420
065500,오리엔트정공,364,631731,234,373,367
271560,오리온,5275,67307,6862,102000,101500
001800,오리온홀딩스,838,25300,407,16000,15850
010470,오리콤,57,4813,23,4860,4835
053980,오상자이엘,150,9724,69,7230,7180
052420,오성첨단소재,27892,12673343,35553,2725,2825
241790,오션브릿지,779,53931,554,10300,10100
039200,오스코텍,1536,182532,3643,20100,19350
226400,오스테오닉,308,17035,56,3305,3250
031510,오스템,427,105200,222,2145,2070
048260,오스템임플란트,1863,68177,2750,40150,40100
138080,오이솔루션,8212,433573,21387,49150,51200
080580,오킨스전자,722,29275,105,3640,3530
067170,오텍,690,86000,999,11600,11700
173130,오파스넷,149,14649,96,6570,6480
049480,오픈베이스,30490,5445458,17949,3220,3435
244460,올리패스,8868,927919,20207,22200,21900
226950,올릭스,1450,89901,3353,37000,36850
057540,옴니시스템,228,125521,215,1720,1680
057680,옴니텔,264,155863,240,1530,1565
082210,옵트론텍,961,133305,774,5790,5780
109080,옵티시스,440,81100,597,7420,7330
153710,옵티팜,396,60382,596,9770,9790
057030,와이비엠넷,32509,9542695,42424,4700,3770
122990,와이솔,4356,277853,4008,14450,14050
232140,와이아이케이,1762,626567,1813,2795,2825
067900,와이엔텍,678,84809,637,7530,7460
155650,와이엠씨,1147,247713,943,3805,3615
251370,와이엠티,1072,88954,2567,28150,30000
066430,와이오엠,1369,240580,2675,10950,11650
193250,와이제이엠게임즈,733,274378,475,1735,1735
019210,와이지-원,733,71639,550,7730,7550
122870,와이지엔터테인먼트,8558,556412,14052,25650,23950
079000,와토스코리아,31,4839,27,5650,5650
070960,용평리조트,1707,394922,2682,6810,6680
114630,우노앤컴퍼니,23071,948579,4289,4310,3935
316140,우리금융지주,5090,2121408,25080,11800,11500
032820,우리기술,5130,941152,868,924,905
041190,우리기술투자,1331,660076,1795,2710,2750
115440,우리넷,5559,257537,2758,10600,10550
004720,우리들제약,528,56999,358,6280,6250
118000,우리들휴브레인,4866,1459650,4296,2915,2870
046970,우리로,219,78249,178,2265,2280
082850,우리바이오,176,35568,33,907,906
215360,우리산업,1157,24758,535,21400,21600
072470,우리산업홀딩스,121,13829,41,2975,2960
073560,우리손에프앤지,3120,1863407,3850,2080,2100
153490,우리이앤엘,60,7605,5,709,707
037400,우리조명,166,101108,95,947,963
010050,우리종금,1532,697391,467,670,666
101170,우림기계,150,18679,69,3675,3675
006980,우성사료,1952,612388,2041,3320,3330
066590,우수AMS,577,157490,493,3160,3110
017370,우신시스템,438,21567,97,4530,4620
046940,우원개발,499,120753,458,3765,3730
215380,우정바이오,403,44190,229,5240,5240
065680,우주일렉트로,142,30524,244,8050,7970
105840,우진,2625,398584,2042,5050,4880
018620,우진비앤지,20148,4158898,14883,3490,3550
010400,우진아이엔에스,119,14604,121,8360,8300
