주문번호,종목이름,임시,거래량,거래대금,종가,기준가
136490,선진,976,38583,384,9870,10050
002820,선창산업,41,2335,11,4580,4580
014620,성광벤드,1927,64860,685,10500,10700
037350,성도이엔지,314,43923,207,4720,4720
014910,성문전자,440,160044,366,2260,2325
014915,성문전자우,92,10513,131,12350,12400
003080,성보화학,60,1062,5,4890,4900
004980,성신양회,547,73458,631,8600,8640
004985,성신양회우,116,8835,98,11000,11400
011300,성안,213,172798,77,442,445
081580,성우전자,158,9671,30,3070,3065
045300,성우테크론,283,37027,156,4190,4160
015750,성우하이텍,710,109126,397,3635,3655
000180,성창기업지주,173,29433,52,1760,1770
080470,성창오토텍,607,68317,565,8190,8200
043260,성호전자,565,50053,42,847,848
148150,세경하이테크,7499,216293,10894,50600,50000
002420,세기상사,56,390,22,56700,57000
053060,세동,134,49875,38,770,785
017510,세명전기,408,32797,162,4900,5000
214310,세미콘라이트,1682,1730974,1186,682,704
004360,세방,204,7477,88,11950,11950
004365,세방우,0,0,0,0,6690
004490,세방전지,1860,10278,417,40150,40600
011560,세보엠이씨,106,6674,56,8350,8490
001430,세아베스틸,1234,32269,516,15900,16200
306200,세아제강,228,1443,91,63200,63700
003030,세아제강지주,261,1822,91,49900,49700
019440,세아특수강,78,2623,35,13450,13450
058650,세아홀딩스,36,335,27,81500,82300
013000,세우글로벌,1521,734286,1456,1995,1965
100700,세운메디칼,207,27911,96,3435,3440
234100,세원,333,364241,965,2655,2685
091090,세원셀론텍,586,139634,431,3060,3110
067830,세이브존I&C,42,1514,5,3380,3380
033530,세종공업,335,46487,209,4470,4505
258830,세종메디칼,305,21790,187,8580,8670
036630,세종텔레콤,1244,2260205,913,398,398
039310,세중,96,20967,65,3095,3095
075580,세진중공업,611,93741,478,5130,5160
067770,세진티에스,168,23963,66,2735,2750
053450,세코닉스,249,27339,182,6660,6730
234340,세틀뱅크,2009,107729,3673,33850,34900
027970,세하,1070,445622,1177,2630,2745
252500,세화피앤씨,1405,514047,1497,2825,2900
051980,센트럴바이오,6380,2316191,1959,818,785
049180,셀루메드,853,151662,867,5660,5650
299660,셀리드,1374,126199,2925,23100,23700
268600,셀리버리,4392,259823,11685,46000,44500
208370,셀바스헬스케어,183,43332,86,2005,1970
068270,셀트리온,13302,384190,72262,188000,187000
068760,셀트리온제약,3205,121706,4881,40150,40100
091990,셀트리온헬스케어,6783,521254,28789,55100,55700
053110,소리바다,1914,1365990,1346,1015,941
032680,소프트센,22263,8458790,16624,1995,1965
032685,소프트센우,741,21627,544,25600,25050
066910,손오공,431,111047,172,1550,1560
043100,솔고바이오,517,626346,147,235,234
154040,솔루에타,1177,205497,686,3335,3215
035610,솔본,253,42252,181,4330,4235
036830,솔브레인,6319,192365,15482,80100,81200
230980,솔트웍스,511,125166,516,4100,4110
004430,송원산업,6478,445793,7957,17800,18400
086980,쇼박스,1441,555246,1789,3245,3170
050960,수산아이앤티,103,1896,12,6190,6230
017550,수산중공업,304,143377,212,1480,1480
084180,수성,9438,1761721,6487,3365,3285
253840,수젠텍,2358,260572,1755,6800,6710
002200,수출포장,91,1022,19,19050,19050
058530,슈펙스비앤피,734,277606,131,473,476
236200,슈프리마,8929,745884,15768,21200,22750
317770,슈프리마아이디,461,54594,1058,19200,20000
094840,슈프리마에이치큐,1229,83430,446,5280,5550
192440,슈피겐코리아,1661,35337,2112,59200,59300
099440,스맥,275,42070,114,2700,2715
053210,스카이라이프,1637,37140,340,9140,9220
033790,스카이문스테크놀로지,140,11760,11,953,947
159910,스킨앤스킨,276,309545,100,328,325
158310,스타모빌리티,351,87595,266,3005,3140
115570,스타플렉스,98,11231,54,4825,4740
253450,스튜디오드래곤,10597,142974,9874,68400,67300
013810,스페코,256,48781,138,2845,2800
049830,승일,137,1932,17,8610,8710
020710,시공테크,89,10001,50,5000,4990
033170,시그네틱스,9105,3963906,4447,1155,1085
048870,시너지이노베이션,376,179416,363,2035,2005
025320,시노펙스,1789,617594,1830,2975,2975
134790,시디즈,53,370,14,38750,39250
269620,시스웍,207,52534,135,2590,2590
131090,시큐브,10123,3877541,5556,1380,1365
016590,신대양제지,599,8018,524,66000,66100
029530,신도리코,522,10544,400,37850,38100
004970,신라교역,230,14791,187,12700,12600
001000,신라섬유,215,38617,73,1900,1890
025870,신라에스지,1304,125495,1663,13250,14000
215600,신라젠,22304,4723509,63787,13150,13600
065350,신성델타테크,347,8586,27,3150,3145
011930,신성이엔지,555,300427,280,928,941
005390,신성통상,7118,3497967,5639,1605,1565
004170,신세계,7331,29971,7322,243500,246500
034300,신세계건설,110,2948,75,25400,25150
031430,신세계인터내셔날,8836,58268,10884,187500,190500
031440,신세계푸드,342,2316,171,73700,74000
006880,신송홀딩스,222,18607,76,4080,4125
056000,신스타임즈,7636,2446590,9393,3990,3070
002800,신신제약,1289,86493,548,6260,6360
307180,신영스팩4호,157,101539,214,2140,2155
323280,신영스팩5호,140,7584,16,2095,2100
005800,신영와코루,6,9,1,105000,105000
001720,신영증권,475,7837,440,56300,55700
001725,신영증권우,137,1757,93,52900,52500
009270,신원,1597,982220,2089,2105,2170
009275,신원우,61,618,31,51000,51500
017000,신원종합개발,139,35815,136,3830,3770
002700,신일산업,11416,4000413,6834,1710,1685
012790,신일제약,153,5688,50,8770,8750
138070,신진에스엠,32,2268,13,5590,5590
019170,신풍제약,997,140769,888,6250,6360
019175,신풍제약우,78,3658,20,5600,5630
002870,신풍제지,45,23418,31,1310,1310
293940,신한알파리츠,1159,201088,1646,8250,8110
277480,신한제4호스팩,3,2489,5,2105,2095
323230,신한제5호스팩,31,12094,25,2075,2070
055550,신한지주,9992,573330,24409,42700,42700
001770,신화실업,196,5342,124,23050,23400
056700,신화인터텍,4540,896592,4039,4420,4355
187270,신화콘텍,51,9605,27,2825,2830
004080,신흥,26,1140,11,9390,9400
243840,신흥에스이씨,556,17645,587,33550,33650
108320,실리콘웍스,2263,101260,3488,34800,34900
222800,심텍,6937,460016,4404,9450,9850
036710,심텍홀딩스,776,51532,86,1680,1720
160980,싸이맥스,421,49617,486,9800,9960
217330,싸이토젠,1135,142589,1432,10050,10250
102280,쌍방울,1116,804403,817,1010,1010
003410,쌍용양회,4332,354311,2078,5860,5880
003415,쌍용양회우,1900,120261,1579,13000,12700
010280,쌍용정보통신,534,402857,634,1585,1555
003620,쌍용차,784,80148,224,2790,2775
004770,써니전자,3144,1421585,5248,3730,3655
208640,썸에이지,2291,675152,400,590,590
222420,쎄노텍,1893,681935,1547,2315,2300
037760,쎄니트,82,18219,31,1710,1730
136510,쎄미시스코,8449,556504,4657,7930,7830
099320,쎄트렉아이,484,28116,592,21100,21000
049960,쎌바이오텍,826,62095,1197,19050,19600
050890,쏠리드,10106,2969418,18196,6040,5950
222080,씨아이에스,10794,355465,810,2265,2325
004920,씨아이테크,172,91376,45,489,490
264660,씨앤지하이테크,1481,249675,2112,8500,8610
112610,씨에스윈드,1721,22909,750,32950,32750
225330,씨엠에스에듀,259,11900,64,5310,5460
115480,씨유메디칼,134,52200,116,2260,2270
096530,씨젠,1951,162838,3731,22750,22450
900120,씨케이에이치,557,723599,259,358,362
101240,씨큐브,231,21000,169,8040,8050
047920,씨트리,1825,1214239,7726,6450,4965
060590,씨티씨바이오,1277,146837,916,6230,6340
036170,씨티젠,63974,15735511,45354,2890,2510
260930,씨티케이코스메틱스,315,3875,59,15250,15350
013990,아가방컴퍼니,1107,251377,923,3650,3650
123860,아나패스,1462,71940,2116,29250,30000
025980,아난티,3042,901924,11036,12150,12450
008700,아남전자,985,274941,618,2240,2260
125210,아모그린텍,752,34753,287,8220,8310
002790,아모레G,5543,76987,5444,70700,70900
002795,아모레G우,296,4496,127,28200,28400
090430,아모레퍼시픽,6168,129012,19950,153000,154500
090435,아모레퍼시픽우,337,6515,497,76200,76700
052710,아모텍,6867,305518,6716,21950,22750
074430,아미노로직스,958,387532,801,2065,2130
092040,아미코젠,988,68276,1589,22900,23900
083930,아바코,454,71824,395,5510,5550
149950,아바텍,169,7551,60,7970,7970
036010,아비코전자,446,25689,118,4630,4630
002030,아세아,99,177,21,118000,117500
183190,아세아시멘트,511,1699,148,87100,88600
002310,아세아제지,747,12543,375,29900,30050
050860,아세아텍,326,100457,423,4195,4190
246720,아스타,114,12960,61,4710,4780
067390,아스트,2042,339337,3301,9700,9970
127710,아시아경제,113,52864,113,2120,2145
267850,아시아나IDT,756,71753,1254,17500,17350
020560,아시아나항공,2798,806962,4267,5330,5290
154030,아시아종묘,1111,86190,551,6310,6400
227610,아우딘퓨쳐스,195,16217,138,8490,8490
143160,아이디스,1725,81487,2853,35450,35050
054800,아이디스홀딩스,23,835,11,13350,13350
122900,아이마켓코리아,2166,98971,1025,10400,10200
099190,아이센스,1436,57763,1668,28950,28300
289010,아이스크림에듀,166,18377,151,8150,8220
214430,아이쓰리시스템,371,21648,415,19150,19250
040910,아이씨디,5067,265184,3765,14200,14500
068940,아이씨케이,1016,244837,442,1810,1760
052860,아이앤씨,1070,171077,863,5000,5100
010780,아이에스동서,2215,40370,1281,31450,31750
069920,아이에스이커머스,48,3498,17,4905,4915
038880,아이에이,932,1105702,624,558,571
123010,아이에이네트웍스,804,111583,647,5780,5810
101390,아이엠,291,142423,162,1130,1145
226350,아이엠텍,314,377746,377,1015,1000
078860,아이오케이,318,138433,270,1950,1950
114810,아이원스,455,39649,222,5630,5650
031310,아이즈비전,1834,171334,809,4720,4635
185490,아이진,456,45410,492,10850,10900
059100,아이컴포넌트,96,9423,58,6220,6180
175250,아이큐어,2757,161293,4151,25200,24600
052460,아이크래프트,814,262377,816,3070,3085
119830,아이텍,22296,1880314,12981,6830,6230
124500,아이티센,1202,128718,556,4400,4370
027360,아주IB투자,581,338885,337,998,978
033660,아주캐피탈,1242,26386,284,10800,10850
032080,아즈텍WB,89,21130,38,1835,1835
013310,아진산업,2001,661971,1976,2995,2940
059120,아진엑스텍,161,16240,110,6780,6840
158430,아톤,35024,1707340,74934,42850,46050
067160,아프리카TV,2442,42582,2814,66300,65800
001540,안국약품,674,105445,1226,11500,11750
053800,안랩,1485,56794,3559,62800,62300
065660,안트로젠,1451,66489,2755,41050,42250
297570,알로이스,12023,1202340,3190,2530,2390
001780,알루코,473,73642,170,2310,2320
260660,알리코제약,3984,495746,6376,12700,13100
131370,알서포트,37783,2414845,7247,2925,3075
140670,알에스오토메이션,423,40577,390,9680,9700
096610,알에프세미,12503,1017525,6220,6010,5720
061040,알에프텍,834,142787,1092,7680,7670
148250,알엔투테크놀로지,729,34825,450,12800,13050
196170,알테오젠,3346,231734,9915,42800,42400
123750,알톤스포츠,133,13549,30,2125,2200
085810,알티캐스트,4635,1148854,2412,2125,2160
117670,알파홀딩스,6194,1221707,9432,7290,7310
293780,압타바이오,1542,188248,3400,17750,18200
018250,애경산업,1891,53606,1612,29950,30350
161000,애경유화,952,47215,373,7860,7940
196300,애니젠,563,40564,384,9270,9590
205500,액션스퀘어,1829,439805,623,1400,1350
052790,액토즈소프트,177,18274,203,11050,11200
131400,액트,572,157832,628,3980,3980
290740,액트로,2976,265967,2929,11000,11250
238090,앤디포스,426,107544,554,5140,5210
092600,앤씨앤,645,134889,328,2395,2440
174900,앱클론,954,45697,1829,39800,39850
255440,야스,1803,110390,2788,25100,24700
030960,양지사,339,33871,375,11100,10850
102120,어보브반도체,584,61876,359,5740,5870
019990,에너토크,135,15343,58,3835,3845
011090,에넥스,53668,32949091,46677,1345,1270
041440,에버다임,166,4958,23,4780,4760
038680,에스넷,2832,494632,3893,7910,7780
217480,에스디생명공학,5728,983986,6851,6870,7250
121890,에스디시스템,623,165631,433,2615,2665
097780,에스맥,2212,785304,663,848,856
073070,에스모,18688,11509564,25801,2220,2290
042110,에스씨디,285,143500,163,1130,1130
103230,에스앤더블류,631,121751,436,3560,3480
900080,에스앤씨엔진그룹,92,69973,31,439,442
101490,에스앤에스텍,4516,529248,5225,9880,9890
095910,에스에너지,22604,3623233,16396,4155,3830
275630,에스에스알,154,12037,82,6870,6850
031330,에스에이엠티,1719,744766,1659,2220,2245
060540,에스에이티,204,99379,197,1980,2005
056190,에스에프에이,5064,114908,5045,44050,44400
080000,에스엔유,663,166270,461,2750,2740
160600,에스엔텍비엠,10717,2427410,6984,2835,2810
005850,에스엘,1877,23658,526,22000,22250
041510,에스엠,5788,187071,6754,36000,35650
007820,에스엠코어,325,33253,284,8520,8710
109610,에스와이,218,35078,149,4270,4215
012750,에스원,3404,33214,3223,97100,97700
080440,에스제이케이,290,101060,188,1885,1865
096630,에스코넥,15998,3915852,6492,1695,1645
069510,에스텍,79,2900,34,11850,11900
041910,에스텍파마,855,86499,646,7420,7600
234300,에스트래픽,195,18759,138,7370,7460
039440,에스티아이,2336,146170,2741,18450,18600
098660,에스티오,115,14195,33,2310,2340
052020,에스티큐브,1090,122591,1368,11250,11350
237690,에스티팜,1181,39808,726,18100,18250
050760,에스폴리텍,913,289626,1134,3930,3755
288620,에스퓨얼셀,36248,3410285,72208,19300,18500
317830,에스피시스템스,3153,332712,2712,8400,7820
058610,에스피지,503,66701,512,7690,7810
043340,에쎈테크,186,50121,44,889,888
023960,에쓰씨엔지니어링,101,21679,34,1555,1550
298690,에어부산,3336,901590,5910,6530,6510
054630,에이디칩스,743,419392,576,1375,1405
200710,에이디테크놀로지,2677,219667,3428,15550,16200
140910,에이리츠,30,2385,16,6530,6500
078520,에이블씨엔씨,726,40626,451,11000,11100
298380,에이비엘바이오,5588,744068,14354,19050,19250
003800,에이스침대,10,50,2,33950,34150
088800,에이스테크,3575,824679,6536,8010,7930
241840,에이스토리,8334,890209,9337,10450,10050
039230,에이아이비트,197915,3315099,1655,494,528
312610,에이에프더블류,2032,137691,1940,14500,13750
015260,에이엔피,195,115043,40,351,352
072990,에이치시티,310,32357,312,9710,9740
176440,에이치엔티,380,50336,662,13250,13250
028300,에이치엘비,18358,872262,111458,127600,127900
067630,에이치엘비생명과학,41038,8685308,166933,19550,17750
043220,에이치엘비파워,3869,3071508,2948,935,960
239610,에이치엘사이언스,2393,42045,2720,63700,66000
044780,에이치케이,274,180661,286,1620,1585
071670,에이테크솔루션,291,40749,329,8110,8100
045660,에이텍,1495,167262,1559,9350,9250
224110,에이텍티앤,293,32179,271,8450,8370
021080,에이티넘인베스트,654,336271,620,1835,1830
089530,에이티세미콘,121,75404,40,536,531
003060,에이프로젠제약,22748,10939171,12279,1130,1160
089970,에이피티씨,337,99732,635,6490,6380
230240,에치에프알,2849,223839,5617,24750,24650
064510,에코마이스터,984,149692,865,5700,5900
230360,에코마케팅,5643,121727,3949,32950,32650
038870,에코바이오,401,32100,170,5230,5310
128540,에코캡,6039,652185,2265,3440,3620
086520,에코프로,2758,267921,5011,18650,19250
247540,에코프로비엠,1995,88853,4405,49450,50600
038110,에코플라스틱,126,38118,62,1635,1625
073540,에프알텍,6305,451328,2906,6330,6700
064090,에프앤리퍼블릭,314,157680,164,1030,1045
036810,에프에스티,1612,219484,1583,7130,7270
173940,에프엔씨엔터,112,4455,34,7600,7600
083500,에프엔에스테크,951,64919,363,5500,5710
054940,엑사이엔씨,94269,62262489,141909,2300,2060
950130,엑세스바이오,471,122902,277,2240,2280
205100,엑셈,203,76108,215,2820,2840
092870,엑시콘,165,27540,163,5940,5930
067570,엔브이에이치코리아,102,4235,12,2775,2765
101400,엔시트론,287,213003,98,463,470
036570,엔씨소프트,9874,67150,34456,516000,506000
217820,엔에스,597,74568,451,6050,6100
138250,엔에스쇼핑,1056,17080,174,10200,10150
031860,엔에스엔,260,127239,165,1280,1315
256840,엔에이치스팩11호,530,205901,507,2435,2530
273060,엔에이치스팩12호,6,1944,4,2090,2095
310840,엔에이치스팩13호,65,3918,8,2095,2100
319400,엔에이치스팩14호,6,2112,4,2060,2075
208860,엔지스테크널러지,156,22609,107,4745,4800
183490,엔지켐생명과학,3418,90909,5275,58400,57400
085310,엔케이,246,96842,123,1260,1285
182400,엔케이맥스,584,76974,805,10450,10600
009810,엔케이물산,1569,1173924,911,780,782
206400,엔터메이트,240,163078,119,737,708
069410,엔텔스,123,5962,72,12050,12200
048830,엔피케이,216,116671,217,1860,1870
096870,엘디티,283,7081,19,2700,2685
900140,엘브이엠씨홀딩스,728,224917,885,3970,3850
061970,엘비세미콘,9308,1732143,14565,8350,8590
138690,엘아이에스,210,41859,550,13200,13250
290650,엘앤씨바이오,1139,44574,1041,23200,23650
066970,엘앤에프,4606,195274,4313,21950,22450
073110,엘엠에스,8056,531535,11096,20950,19850
083310,엘오티베큠,506,87672,748,8570,8570
037950,엘컴텍,436,132691,208,1580,1575
170920,엘티씨,1576,150110,2051,13600,14000
058630,엠게임,948,115510,393,3435,3400
097520,엠씨넥스,3991,384858,9486,24650,24900
179290,엠아이텍,1160,202808,979,4825,4840
009780,엠에스씨,87,2599,14,5360,5410
123040,엠에스오토텍,19345,2884698,17183,6070,5640
032790,엠젠플러스,1072,134212,702,5150,5360
033160,엠케이전자,350,31867,254,7980,8020
259630,엠플러스,244,14731,238,16350,16400
115960,연우,696,26038,608,23350,23450
090740,연이정보통신,581,90547,601,6650,6610
014440,영보화학,77,9741,33,3425,3430
007530,영신금속,574,91601,171,1870,1870
143540,영우디에스피,708,437369,717,1645,1650
111770,영원무역,11834,135564,4848,35850,34650
009970,영원무역홀딩스,588,4376,232,52200,51900
036180,영인프런티어,1522,356695,3238,9150,9200
003520,영진약품,4865,770394,3989,5120,5230
000670,영풍,283,619,366,591000,585000
036560,영풍정밀,281,17516,146,8400,8390
006740,영풍제지,174,5980,18,2985,3015
012280,영화금속,347,115042,159,1390,1395
265560,영화테크,399,23470,268,11450,11500
012160,영흥철강,167,86494,95,1100,1095
036000,예림당,286,61810,248,4020,4020
250930,예선테크,641,155326,426,2775,2810
053280,예스24,202,31064,209,6690,6850
015360,예스코홀딩스,88,1295,49,37950,38550
122640,예스티,5334,376371,3890,10250,10900
900300,오가닉티코스메틱,477,179322,329,1850,1845
045060,오공,909,222031,792,3550,3555
080520,오디텍,3489,416705,2120,5050,4940
007310,오뚜기,690,2027,1178,579000,579000
079440,오렌지라이프,8454,394971,11024,28000,27050
039830,오로라,353,34746,392,11350,11250
046120,오르비텍,500,119254,507,4245,4300
014940,오리엔탈정공,186,65370,53,820,820
002630,오리엔트바이오,652,499781,216,431,435
065500,오리엔트정공,6709,3568493,1407,390,378
271560,오리온,6654,100383,10167,101500,103500
001800,오리온홀딩스,1903,51892,867,16600,16450
010470,오리콤,87,5252,26,4950,4980
053980,오상자이엘,85,4574,34,7390,7390
052420,오성첨단소재,86400,45508560,130153,2915,2615
241790,오션브릿지,838,42666,439,10300,10500
039200,오스코텍,1750,164618,3339,20200,20450
226400,오스테오닉,93,10581,36,3370,3375
031510,오스템,360,58658,128,2180,2185
048260,오스템임플란트,19241,1964920,72213,35400,40650
138080,오이솔루션,2525,142054,7158,50000,50300
080580,오킨스전자,627,34983,129,3740,3710
067170,오텍,3414,715772,8698,12300,11650
173130,오파스넷,146,14439,95,6640,6640
049480,오픈베이스,19135,1748984,5633,3165,3180
244460,올리패스,7254,742152,15064,20450,20200
226950,올릭스,4288,182753,6792,36300,37600
057540,옴니시스템,379,78772,135,1710,1715
057680,옴니텔,554,213081,330,1550,1490
082210,옵트론텍,1199,221852,1291,5830,5910
109080,옵티시스,1450,61638,447,7350,7130
153710,옵티팜,391,73228,709,9650,9850
057030,와이비엠넷,9007,1178276,5232,4475,4360
122990,와이솔,4476,266804,3894,14600,14650
232140,와이아이케이,293,153698,427,2780,2790
067900,와이엔텍,992,75142,569,7590,7670
155650,와이엠씨,428,71000,280,3980,4035
251370,와이엠티,8707,353281,11844,34400,30200
066430,와이오엠,1072,337236,4036,12050,11550
193250,와이제이엠게임즈,2549,653071,1168,1795,1780
019210,와이지-원,1024,41562,323,7770,7790
122870,와이지엔터테인먼트,5246,220789,5569,25250,25800
079000,와토스코리아,37,968,5,5630,5600
070960,용평리조트,1141,212002,1426,6710,6840
114630,우노앤컴퍼니,1422,137206,576,4065,4040
316140,우리금융지주,5696,2133739,25879,12100,11800
032820,우리기술,728,437676,400,911,913
041190,우리기술투자,2667,1156878,3243,2840,2785
115440,우리넷,732,88983,931,10300,10600
004720,우리들제약,299,33378,211,6260,6430
118000,우리들휴브레인,1304,339137,960,2810,2805
046970,우리로,830,152786,360,2370,2350
082850,우리바이오,161,57584,54,921,940
215360,우리산업,939,50006,1054,20900,21650
072470,우리산업홀딩스,65,5879,18,3000,3035
073560,우리손에프앤지,2328,923105,1964,2120,2145
153490,우리이앤엘,282,28442,20,713,720
037400,우리조명,56,39079,37,957,961
010050,우리종금,1666,749864,504,670,675
101170,우림기계,196,24537,90,3650,3680
006980,우성사료,1697,516417,1715,3305,3360
066590,우수AMS,378,134116,433,3255,3235
017370,우신시스템,96,2205,10,4580,4600
046940,우원개발,372,65278,249,3810,3845
215380,우정바이오,954,185465,1007,5380,5520
065680,우주일렉트로,208,8857,71,8030,8090
105840,우진,634,153877,775,5030,5040
018620,우진비앤지,27664,1649515,5463,3250,3405
010400,우진아이엔에스,114,9678,82,8480,8480
049800,우진플라임,117,4866,18,3740,3740
016880,웅진,13492,5914655,10251,1685,1740
095720,웅진씽크빅,10780,3895874,11405,2945,2940
021240,웅진코웨이,12159,323630,28205,86900,84300
005820,원림,28,666,12,17950,17900
032940,원익,277,86805,330,3795,3820
240810,원익IPS,7645,326286,10218,31400,31250
074600,원익QnC,4287,402042,5067,12600,13100
104830,원익머트리얼즈,2310,92254,2505,27100,27000
014190,원익큐브,676,313347,703,2240,2240
030530,원익홀딩스,665,107130,474,4385,4500
012620,원일특강,19,79,1,8890,8870
008370,원풍,43,6545,24,3675,3680
008290,원풍물산,22,549984,2886,5180,5540
101160,월덱스,968,176802,1219,6860,6990
095270,웨이브일렉트로,263,17182,372,21650,21650
010600,웰바이오텍,587,190432,480,2525,2510
065950,웰크론,2055,582703,2101,3585,3595
114190,웰크론강원,232,70113,135,1910,1910
076080,웰크론한텍,126,24716,48,1965,1980
196700,웹스,177,45660,95,2105,2115
069080,웹젠,1167,95625,1626,17000,17100
053580,웹케시,3824,54560,2562,46500,47950
071460,위니아딤채,619,190928,565,2945,2920
044340,위닉스,8168,958564,24537,25900,24750
112040,위메이드,1728,64457,1789,27550,27450
038620,위즈코프,218,82149,93,1135,1145
299900,위지윅스튜디오,1662,178774,3098,17550,16750
036090,위지트,296,148336,146,987,980
136540,윈스,2311,111039,1551,14050,14150
097800,윈팩,365,226295,383,1690,1730
192390,윈하이텍,105,19591,72,3660,3680
313760,윌링스,36744,4478609,68188,15050,12450
008600,윌비스,1567,508402,572,1140,1125
900340,윙입푸드,1636,575377,1210,2110,2150
033270,유나이티드제약,966,33743,677,20250,19850
014830,유니드,1647,11804,556,46900,47250
215090,유니맥스글로벌,1488,456959,921,1990,2055
036200,유니셈,3356,307983,1468,4735,4735
018000,유니슨,338,144538,123,848,852
000910,유니온,3376,681433,3262,4845,4710
047400,유니온머티리얼,1913,857889,2325,2725,2670
203450,유니온커뮤니티,234,29852,82,2760,2695
011330,유니켐,1176,320127,626,1970,1960
077500,유니퀘스트,579,93659,627,6700,6740
011320,유니크,10159,697900,4645,6640,6550
086390,유니테스트,1405,167979,2518,14950,15150
241690,유니테크노,130,12456,135,10750,11000
142210,유니트론텍,671,90070,515,5770,5570
048430,유라테크,199,15307,84,5450,5470
206650,유바이오로직스,743,99574,636,6440,6330
089850,유비벨록스,387,39071,324,8200,8450
032620,유비케어,764,79227,421,5270,5330
264450,유비쿼스,1062,41150,1382,33300,33350
078070,유비쿼스홀딩스,1749,112824,2964,26250,25250
002920,유성기업,106,20872,58,2760,2765
024800,유성티엔에스,143,29521,90,3045,3080
000700,유수홀딩스,169,8967,65,7180,7210
054930,유신,283,17722,382,21650,21850
069330,유아이디,56,16024,19,1190,1210
049520,유아이엘,157,13559,71,5210,5210
287410,유안타제3호스팩,2,10000,21,2100,2100
313750,유안타제4호스팩,74,2659,6,2090,2090
003470,유안타증권,932,105836,279,2640,2660
003475,유안타증권우,27,3849,8,1970,1970
056090,유앤아이,317,23329,160,6970,6680
011690,유양디앤유,1213,274651,1633,5900,5980
263770,유에스티,197,36331,153,4220,4250
072130,유엔젤,200,26097,93,3550,3610
000220,유유제약,279,34189,377,11150,11100
000225,유유제약1우,156,11686,82,6980,6880
000227,유유제약2우B,94,1473,28,19400,19550
195990,유지인트,6212,1854162,2590,1420,1370
023410,유진기업,1459,340150,1643,4800,4890
056080,유진로봇,253,52477,146,2790,2835
321260,유진스팩4호,35,17981,38,2090,2100
331380,유진스팩5호,20,11194,23,2045,2045
084370,유진테크,6132,295456,4596,15400,15250
001200,유진투자증권,366,116281,250,2160,2180
178780,유테크,2251,860665,2107,2500,2510
179900,유티아이,3743,730206,14319,19050,21300
263050,유틸렉스,1256,66777,3904,59000,59300
000100,유한양행,3716,30212,6853,224500,229000
000105,유한양행우,8,25,5,203000,204500
003460,유화증권,40,2112,26,12200,12250
003465,유화증권우,35,235,3,13300,13300
191410,육일씨엔에쓰,68,7887,22,2725,2765
008730,율촌화학,792,25289,356,14000,14050
072770,율호,2150,807285,1062,1315,1250
008250,이건산업,226,17785,144,8070,8140
039020,이건홀딩스,116,26634,72,2720,2725
025820,이구산업,161,57958,94,1635,1640
060230,이그잭스,180,78676,107,1345,1370
067920,이글루시큐리티,156,4382,19,4450,4460
044960,이글벳,4446,484355,3337,6890,7020
302430,이노메트리,1067,24633,749,30000,30300
214320,이노션,6104,55032,3779,68000,67800
073490,이노와이어리스,2741,167023,5883,35450,35000
215790,이노인스트루먼트,212,31707,125,3935,3985
246960,이노테라피,1954,207226,2641,12850,13300
088390,이녹스,107,5482,34,6190,6220
272290,이녹스첨단소재,5340,128793,7419,57800,58700
053350,이니텍,1054,189717,1004,5360,5290
258610,이더블유케이,1344,199037,1440,7140,7740
041520,이라이콤,198,22333,112,5000,4995
054210,이랜텍,23578,1979461,11917,5950,5930
065440,이루온,545,250557,341,1360,1375
088260,이리츠코크렙,610,179028,1252,7020,6960
139480,이마트,11069,260313,31318,119000,122500
115610,이미지스,261,9835,28,2895,2900
323210,이베스트이안스팩1호,41,24598,51,2070,2070
078020,이베스트투자증권,1221,172570,949,5530,5490
080010,이상네트웍스,84,4089,31,7780,7660
086890,이수앱지스,725,131128,904,6760,6980
007660,이수페타시스,2250,346877,1514,4350,4370
005950,이수화학,4769,263722,3010,11400,11750
015020,이스타코,68,55278,33,605,602
047560,이스트소프트,364,27640,202,7300,7230
067010,이씨에스,16,1803,8,4190,4200
093230,이아이디,2792,7741257,2086,268,275
223310,이에스브이,3510,7871324,1498,183,176
052190,이에스에이,103021,15709501,50421,3370,3120
226360,이엑스티,67178,1083763,4396,4020,4035
102710,이엔에프테크놀로지,4998,476233,10950,24050,22400
063760,이엘피,184,27195,276,10100,10200
123570,이엠넷,144,30204,87,2880,2890
095190,이엠코리아,1382,280618,1328,4695,4700
091120,이엠텍,3365,187843,1716,9150,8830
102460,이연제약,6733,568233,8995,15000,15400
039030,이오테크닉스,2567,92933,9045,98900,96600
088290,이원컴포텍,1279,429667,1966,4650,4560
084680,이월드,13683,1823217,6362,3440,3470
181340,이즈미디어,1244,150469,890,5880,5790
035810,이지바이오,11811,2595201,13845,5210,5200
090850,이지웰페어,553,23927,225,9450,9500
099750,이지케어텍,466,31561,500,15900,15900
092130,이크레더블,181,6400,118,18500,18500
016250,이테크건설,227,2300,165,71900,72200
096040,이트론,73414,12588960,3740,289,303
134060,이퓨쳐,350,32376,205,6410,6510
001840,이화공영,461,68286,362,5290,5350
000760,이화산업,27,206,3,15300,15150
024810,이화전기,1519,6092313,1411,231,236
014990,인디에프,2109,852327,2584,3015,3110
041830,인바디,1378,51147,1206,23400,23500
079950,인베니아,902,205468,543,2660,2660
