주문번호,종목이름,임시,거래량,거래대금,종가,기준가
138610,나이벡,234,10893,76,7000,6980
130580,나이스디앤비,825,10614,85,7980,7970
036800,나이스정보통신,2881,37140,1182,31700,32000
082660,나인컴플렉스,202,60266,142,2315,2375
001260,남광토건,531,28483,350,12050,12350
008350,남선알미늄,12323,6233078,23939,3820,3980
008355,남선알미우,535,16794,602,36100,37150
004270,남성,31508,4614440,16586,3520,3465
003920,남양유업,179,299,148,494000,496000
003925,남양유업우,7,35,6,177500,178500
002070,남영비비안,821,75788,1212,15900,15800
025860,남해화학,1031,27375,244,8890,8920
111710,남화산업,1102,201885,1693,8310,8410
091590,남화토건,415,32664,270,8250,8200
168330,내츄럴엔도텍,458,121280,479,3950,3900
253590,네오셈,205,64804,86,1335,1340
212560,네오오토,519,59126,294,4935,5030
095660,네오위즈,2358,99983,1647,16300,16750
042420,네오위즈홀딩스,397,43751,663,15450,15100
311390,네오크레마,263,28137,190,6770,6780
085910,네오티스,27,1358,5,3850,3840
092730,네오팜,1738,27091,1311,48900,47750
290660,네오펙트,339,30179,149,4910,5010
153460,네이블,1605,335502,1488,4540,4260
007390,네이처셀,6036,734714,5633,7570,7800
033640,네패스,12671,696527,21586,30800,31650
005720,넥센,1161,25999,153,5880,5880
005725,넥센우,17,47288,159,3405,3390
002350,넥센타이어,3459,162159,1522,9380,9250
002355,넥센타이어1우B,11,4270,15,3545,3545
089140,넥스턴,272,16424,134,8210,8310
065170,넥스트BT,358,205191,326,1605,1600
003580,넥스트사이언스,1490,533651,2655,4965,5080
137940,넥스트아이,1470,296158,400,1330,1325
041140,넥슨지티,829,117655,854,7200,7190
217270,넵튠,177,20405,149,7330,7370
225570,넷게임즈,920,204364,2066,10000,10200
251270,넷마블,4878,140652,12833,91400,90400
104620,노랑풍선,409,8171,133,16350,16350
090350,노루페인트,198,19917,152,7620,7630
090355,노루페인트우,34,535,6,12200,12100
000320,노루홀딩스,133,10069,117,11750,11600
000325,노루홀딩스우,49,1319,23,17800,17800
194700,노바렉스,1572,26248,514,19500,19750
285490,노바텍,374,24266,388,16100,16100
006280,녹십자,2364,19809,2263,114000,114500
144510,녹십자랩셀,1221,67108,2337,34650,35550
031390,녹십자셀,2263,100972,4089,40450,41100
142280,녹십자엠에스,806,90641,556,6160,6350
234690,녹십자웰빙,6600,1157383,12883,11100,11550
005250,녹십자홀딩스,1455,32414,668,20500,20450
005257,녹십자홀딩스2우,283,11054,186,16900,17250
004370,농심,2375,8884,2264,253000,253500
072710,농심홀딩스,578,1610,144,89700,89600
054050,농우바이오,1043,32077,383,11900,12000
040160,누리텔레콤,328,46904,253,5400,5440
069140,누리플랜,193,14842,75,5030,5080
126870,뉴로스,2258,643653,3060,4680,4670
060260,뉴보텍,317,184885,231,1250,1240
012340,뉴인텍,725,394797,608,1475,1585
214870,뉴지랩,7366,1732054,20042,11500,11000
270870,뉴트리,1950,73976,1143,15250,15350
144960,뉴파워프라즈마,1014,90235,1644,18050,18100
900100,뉴프라이드,58916,47779902,67704,1345,1265
085670,뉴프렉스,128,54706,109,1990,2005
119860,다나와,869,36949,931,25100,25250
064260,다날,2272,485213,1654,3375,3370
093640,다믈멀티미디어,280,61589,223,3660,3625
039560,다산네트웍스,2683,318532,2806,8770,8800
058730,다스코,206,22314,128,5730,5770
023590,다우기술,3168,97132,1843,18950,18900
032190,다우데이타,363,4959,42,8420,8420
068240,다원시스,751,78144,1185,15200,15100
019680,대교,1137,22042,136,6190,6180
019685,대교우B,28,5487,23,4200,4205
006370,대구백화점,279,15885,93,5820,5950
008060,대덕전자,6879,614569,6733,10900,11150
00806K,대덕전자1우,80,10869,69,6430,6380
000490,대동공업,1955,218391,1356,6150,6330
020400,대동금속,28,1209,12,9900,9900
008830,대동기어,34,4645,14,2920,2975
048470,대동스틸,302,38615,255,6550,6680
008110,대동전자,31,1073,4,3515,3500
004780,대륙제관,169,2222,10,4470,4450
005750,대림B&Co,219,30782,124,3985,4000
000210,대림산업,4875,72788,7115,97300,97900
000215,대림산업우,98,2978,123,41150,41150
004440,대림씨엔에스,190,6399,45,7040,7070
017650,대림제지,269,64276,85,1325,1330
006570,대림통상,48,1317,5,3990,4075
007720,대명코퍼레이션,410,306194,525,1710,1745
317850,대모,12567,745995,6301,8440,8170
290670,대보마그네틱,347,12835,523,40500,41350
078140,대봉엘에스,164,14443,107,7440,7450
001680,대상,3618,109248,2441,22250,21850
001685,대상우,21,1518,20,13000,12950
084690,대상홀딩스,275,19303,136,7040,6920
084695,대상홀딩스우,83,5813,37,6320,6330
036480,대성미생물,514,30169,520,17250,17500
128820,대성산업,352,27709,110,3970,3995
117580,대성에너지,88,3340,18,5380,5400
025440,대성엘텍,45548,36004732,42492,1135,1125
027830,대성창투,21466,12531255,22613,1730,1485
104040,대성파인텍,336,168410,239,1435,1420
016710,대성홀딩스,402,19869,158,7760,7880
307750,대신밸런스제6호스팩,3,388,1,2080,2090
332290,대신밸런스제7호스팩,20,81770,166,2030,2030
020180,대신정보통신,6886,2348510,3571,1525,1475
003540,대신증권,1257,80237,1028,12800,12750
003547,대신증권2우B,124,5606,49,8650,8630
003545,대신증권우,313,31241,293,9370,9370
045390,대아티아이,2903,973840,5700,5810,5920
009190,대양금속,1076,174164,2244,12750,13350
108380,대양전기공업,41,2380,30,12650,12900
006580,대양제지,179,13687,47,3400,3415
014160,대영포장,9138,1419008,1610,1130,1120
047040,대우건설,5071,590308,2717,4600,4700
009320,대우부품,19162,4846939,12388,2460,2530
042660,대우조선해양,3199,105346,3168,29900,30300
003090,대웅,1568,61505,906,14450,14850
069620,대웅제약,9361,72153,10894,148500,150500
007680,대원,231,10582,122,11600,11600
000430,대원강업,346,33148,122,3710,3715
048910,대원미디어,320,25156,167,6660,6600
005710,대원산업,305,4890,27,5500,5480
006340,대원전선,171,79806,100,1250,1265
006345,대원전선우,92,918,3,3000,3025
003220,대원제약,361,12687,196,15550,15400
024890,대원화성,133,27046,38,1395,1410
290380,대유,262,29134,355,12150,12350
002880,대유에이텍,161,128915,117,905,913
290120,대유에이피,381,87697,866,9880,9920
000300,대유플러스,222,89214,72,805,805
120240,대정화금,153,17428,239,13750,13750
003310,대주산업,193,86927,115,1330,1345
078600,대주전자재료,2503,147563,2555,17150,17600
012800,대창,2841,2247332,2795,1250,1215
015230,대창단조,84,1056,28,26400,26700
096350,대창솔루션,770,1399695,620,441,445
140520,대창스틸,143,24838,67,2680,2700
131220,대한과학,454,37931,201,5330,5290
010170,대한광통신,2575,918472,3715,4060,4015
054670,대한뉴팜,544,120760,1412,11800,11900
001070,대한방직,101,2319,44,19050,19100
023910,대한약품,552,5404,167,30950,31000
006650,대한유화,3952,49076,6185,125500,130000
001440,대한전선,980,822565,478,585,581
084010,대한제강,1614,19834,120,6050,6080
001790,대한제당,188,17794,333,18650,18900
001799,대한제당3우B,39,12178,356,29900,30650
001795,대한제당우,33,2273,29,12800,12950
001130,대한제분,696,1615,257,158500,160500
003490,대한항공,12323,613943,15556,25400,24950
003495,대한항공우,469,17274,270,15700,15900
005880,대한해운,1702,31053,703,22550,22700
003830,대한화섬,23,169,16,94800,94900
016090,대현,270,47702,112,2340,2370
069460,대호에이엘,746,144276,743,5160,5120
021040,대호피앤씨,3448,2829220,3198,1145,1180
021045,대호피앤씨우,176,78701,108,1370,1410
067080,대화제약,14801,1819244,26038,13400,13450
192080,더블유게임즈,2630,30781,1643,53500,53500
012510,더존비즈온,4550,81167,5057,62400,63200
213420,덕산네오룩스,3821,168189,3930,23300,23500
317330,덕산테코피아,1830,82114,1653,20000,20400
077360,덕산하이메탈,297,28724,174,5990,6050
004830,덕성,424,54557,166,3030,3080
004835,덕성우,42,6273,24,3780,3825
090410,덕신하우징,249,94714,128,1345,1370
024900,덕양산업,202,46745,52,1120,1130
263600,덕우전자,736,121232,752,6160,6230
194480,데브시스터즈,55,737,5,7340,7310
263800,데이타솔루션,2104,159684,599,3720,3740
139050,데일리블록체인,543,333234,194,582,577
206560,덱스터,874,159587,1229,7670,7690
145720,덴티움,4508,93541,5835,61700,65400
067990,도이치모터스,2788,566232,4414,7900,7790
002150,도화엔지니어링,1183,109417,1091,9950,10150
006620,동구바이오제약,7087,146513,2509,16900,17000
100130,동국S&C,194,49629,100,2015,2020
005160,동국산업,149,69057,170,2465,2455
075970,동국알앤에스,450,177093,470,2650,2655
001230,동국제강,2710,193948,1207,6190,6220
086450,동국제약,1435,13420,926,68900,68500
023450,동남합성,13,72,2,23850,24000
004140,동방,179,50885,88,1740,1740
099410,동방선기,178,73243,164,2210,2265
007590,동방아그로,105,9922,67,6730,6750
005960,동부건설,1501,44628,389,8850,8860
005965,동부건설우,19,214,4,19050,19200
016380,동부제철,570,44468,414,9200,9550
016385,동부제철우,145,979,75,77400,77700
083370,동북아12호,0,0,0,0,5020
083380,동북아13호,0,0,0,0,5030
026960,동서,1502,31958,567,17650,17750
002210,동성제약,5472,935190,17076,18200,18600
102260,동성코퍼레이션,202,14171,77,5490,5440
033500,동성화인텍,2083,184224,1916,10450,10450
005190,동성화학,123,32860,548,16650,16600
025950,동신건설,55,4628,28,6020,6010
000640,동아쏘시오홀딩스,885,5996,527,87300,87100
170900,동아에스티,2546,17477,1552,88400,88300
088130,동아엘텍,192,16232,125,7680,7690
028100,동아지질,2183,87263,1788,20500,20900
282690,동아타이어,508,34974,421,12050,12350
041930,동아화성,1681,269100,1425,5280,5280
001520,동양,878,90762,135,1480,1495
001527,동양2우B,18,1525,14,9150,9140
001529,동양3우B,18,726,20,27250,27450
084670,동양고속,89,1759,48,27250,27300
030790,동양네트웍스,13342,6674354,6398,934,975
002900,동양물산,6692,2035132,1988,970,965
082640,동양생명,1068,69564,260,3730,3760
060380,동양에스텍,36,12926,37,2910,2920
001525,동양우,31,1872,12,6530,6500
079960,동양이엔피,125,9328,109,11800,11900
008970,동양철관,791,323329,372,1150,1160
228340,동양파일,327,15188,58,3820,3860
092780,동양피스톤,294,42833,199,4705,4690
104460,동양피엔에프,103,10526,104,9960,9840
088910,동우팜투테이블,1063,330917,1428,4295,4435
094170,동운아나텍,551,112995,615,5380,5500
049770,동원F&B,1664,3794,894,235000,234500
013120,동원개발,1137,47580,212,4425,4455
018500,동원금속,175,75853,65,868,866
006040,동원산업,1046,2799,616,220000,223000
030720,동원수산,334,40086,368,9160,9270
014820,동원시스템즈,1391,13377,483,36150,36250
014825,동원시스템즈우,4,49,1,26700,26800
163560,동일고무벨트,56,4249,23,5550,5530
109860,동일금속,205,51093,593,11600,11600
032960,동일기연,122,8816,112,12800,12650
004890,동일산업,42,662,37,56700,56600
002690,동일제강,124,39724,102,2575,2585
023790,동일철강,125,19426,77,3945,4050
005290,동진쎄미켐,5749,838966,14643,17450,17800
025900,동화기업,663,13175,245,18700,18650
000020,동화약품,224,11065,88,7940,8000
011160,두산건설,202,133836,174,1305,1310
241560,두산밥캣,4914,240593,7923,33050,32450
042670,두산인프라코어,2767,360345,2239,6190,6170
034020,두산중공업,2812,566072,3715,6510,6600
016740,두올,284,75259,249,3335,3280
078590,두올산업,7389,3934253,3994,1010,1035
073190,듀오백,257,48867,123,2535,2510
030350,드래곤플라이,607,118745,422,3500,3580
203650,드림시큐리티,1005,214909,684,3150,3185
060570,드림어스컴퍼니,648,52945,279,5300,5270
192650,드림텍,1482,365904,2499,6730,6830
217620,디딤,218,54695,123,2265,2265
187870,디바이스이엔지,314,44756,466,10500,10400
066670,디스플레이텍,108,7894,29,3680,3690
024090,디씨엠,17,136,2,12350,12350
003160,디아이,276,50288,161,3230,3225
092200,디아이씨,356,70946,173,2460,2475
110990,디아이티,133,16122,151,9400,9430
263690,디알젬,1515,238255,1878,7890,8030
214680,디알텍,792,498782,797,1605,1625
263720,디앤씨미디어,1016,33312,437,13050,12900
109740,디에스케이,480,84756,1000,11650,12000
033430,디에스티,253,152348,115,755,760
131030,디에이치피코리아,1308,177028,1373,7890,7590
196490,디에이테크놀로지,10765,2365512,4733,1960,2060
066900,디에이피,158,12252,34,2765,2835
127120,디엔에이링크,2168,356894,1381,3760,3600
092070,디엔에프,800,137235,1301,9520,9450
134580,디엠티,407,104171,289,2800,2670
039840,디오,6647,114475,4937,43350,43650
196450,디오스텍,18594,1839190,1381,751,755
013570,디와이,329,28165,138,4875,4905
210540,디와이파워,1524,55401,546,9860,10050
079810,디이엔티,344,27725,99,3600,3485
227100,디자인,954,74624,608,8000,8600
113810,디젠스,278,188380,103,538,534
043360,디지아이,177,12146,32,2670,2670
197140,디지캡,327,55075,219,3940,4070
106520,디지탈옵틱,419,670245,440,654,660
068930,디지털대성,166,15695,127,8060,8050
033130,디지틀조선,3323,815575,1931,2340,2305
033310,디케이디앤아이,338,38030,107,2820,2810
105740,디케이락,403,51572,523,10100,10200
263020,디케이앤디,48,6206,40,6500,6500
290550,디케이티,1868,251967,2681,10700,10350
007340,디티알오토모티브,441,6224,187,30000,30400
187220,디티앤씨,166,11170,89,8040,8040
026890,디피씨,3907,1109837,6241,5610,5730
131180,딜리,262,55772,104,1855,1865
317120,라닉스,40912,3760404,34077,8800,8490
042510,라온시큐어,16508,1994187,6355,3100,3130
050120,라이브플렉스,1968,1631188,1502,906,903
171120,라이온켐텍,259,10060,88,8790,8740
115390,락앤락,1891,81428,982,12000,12100
171010,램테크놀러지,6328,914276,8007,8680,8950
084650,랩지노믹스,5942,487816,2469,4900,5140
217500,러셀,397,76517,171,2235,2245
033600,럭슬,548,474658,305,640,652
141080,레고켐바이오,2609,52367,2524,47800,48700
038390,레드캡투어,68,1441,23,16150,16100
228670,레이,3453,96610,3152,32950,33600
228850,레이언스,75,4370,51,11800,11850
238120,로고스바이오,658,45495,564,12500,12400
215100,로보로보,1816,241200,1250,5180,5200
090360,로보스타,469,24719,462,18550,19050
108490,로보티즈,197,19414,228,11600,11800
900260,로스웰,1202,856978,567,665,669
067730,로지시스,2027,214417,727,3490,3270
071280,로체시스템즈,1445,149624,764,5010,5120
032350,롯데관광개발,1803,231782,2689,11450,11450
000400,롯데손해보험,603,226369,495,2205,2165
023530,롯데쇼핑,3380,76754,9970,128500,130000
004000,롯데정밀화학,3273,48757,2203,44800,45700
286940,롯데정보통신,4560,81244,3681,45400,44000
280360,롯데제과,360,829,119,143500,144500
004990,롯데지주,4112,207079,8013,38450,37850
00499K,롯데지주우,2120,56841,3155,52700,55900
005300,롯데칠성,1748,13371,1883,140500,139000
005305,롯데칠성우,13,40,3,72000,71900
011170,롯데케미칼,5107,68864,16444,239500,239500
002270,롯데푸드,444,702,310,439500,441000
071840,롯데하이마트,3605,48811,1512,30950,31150
038060,루멘스,409,109379,232,2145,2135
082800,루미마이크로,487,515819,802,1540,1540
085370,루트로닉,866,59188,507,8520,8670
08537M,루트로닉3우C,6,869,10,12000,11750
060240,룽투코리아,1705,182075,1049,5820,5750
058470,리노공업,2668,18740,1009,53100,54100
039980,리노스,352,88620,118,1340,1345
016100,리더스코스메틱,500,61367,365,5920,6010
197210,리드,3442,1580166,1535,953,967
012700,리드코프,731,167031,982,5850,5980
131100,리켐,808,153327,599,3950,3945
277070,린드먼아시아,249,13136,51,3930,3920
042500,링네트,2477,136692,605,4470,4465
219420,링크제니시스,1357,247845,2138,8530,8590
027740,마니커,16356,20628019,19411,940,982
195500,마니커에프앤지,6482,984001,12700,13050,13800
305090,마이크로디지탈,2345,139983,2169,15400,14900
098120,마이크로컨텍솔,372,95058,288,2975,3080
227950,마이크로텍,1895,496491,1201,2480,2355
147760,마이크로프랜드,326,24549,109,4450,4440
038290,마크로젠,865,57162,1411,24600,25200
204320,만도,9047,240440,8228,34050,33800
001080,만호제강,129,2578,44,17200,17150
267980,매일유업,1640,15873,1434,90200,90900
005990,매일홀딩스,67,1864,22,11850,11850
127160,매직마이크로,3672,1717269,1892,1100,1140
093520,매커스,172,25613,100,3915,3915
141070,맥스로텍,368,166289,201,1215,1200
088980,맥쿼리인프라,1065,205003,2441,11900,11950
094800,맵스리얼티1,974,307201,1522,4975,4975
100590,머큐리,4198,640494,7176,11000,10900
067280,멀티캠퍼스,241,3715,150,40100,40000
072870,메가스터디,178,14839,168,11400,11400
215200,메가스터디교육,1536,28114,956,33700,33450
133750,메가엠디,36012,2638373,8047,3025,2990
041920,메디아나,299,29191,248,8540,8530
086900,메디톡스,23467,217603,72948,335000,371500
015540,메디파트너생명공학,1578,173280,1222,7190,6810
078160,메디포스트,1417,74617,2335,31100,31800
065650,메디프론,834,151349,690,4550,4450
138040,메리츠금융지주,2137,57687,749,12850,13000
008560,메리츠종금증권,6710,707629,3442,4870,4910
000060,메리츠화재,2789,83687,1604,19100,19400
021880,메이슨캐피탈,274,489526,130,267,273
140410,메지온,4856,86289,15041,174100,173000
241770,메카로,236,16198,226,14100,13800
090370,메타랩스,1254,760587,1005,1295,1365
059210,메타바이오메드,306,79565,192,2430,2445
058110,멕아이씨에스,190,19592,73,3765,3695
096640,멜파스,192,58593,143,2455,2450
017180,명문제약,3241,522345,2303,4300,4300
257370,명성티엔에스,3316,248618,3646,14650,13750
012690,모나리자,2057,345974,1440,4145,4125
005360,모나미,3038,475374,2129,4435,4460
080420,모다이노칩,206,28148,90,3230,3235
080160,모두투어,1656,119971,1906,15800,15850
204210,모두투어리츠,9,496,2,3030,3010
100030,모바일리더,376,15970,394,24600,24800
087260,모바일어플라이언스,1408,184424,1038,5580,5600
101330,모베이스,755,81370,347,4280,4260
250060,모비스,698,211102,556,2610,2665
033200,모아텍,61,922,4,4430,4380
009680,모토닉,688,18887,165,8730,8690
118990,모트렉스,676,127631,454,3560,3495
006920,모헨즈,785,111683,508,4535,4385
009580,무림P&P,1080,71486,317,4425,4435
001810,무림SP,131,8323,19,2335,2330
009200,무림페이퍼,198,16338,43,2605,2600
033920,무학,348,11134,103,9220,9300
008420,문배철강,226,61058,169,2750,2795
028040,미래SCI,23215,1568563,745,476,485
095500,미래나노텍,258,27287,87,3185,3205
025560,미래산업,16755,10461790,1796,172,172
218150,미래생명자원,1654,201089,645,3190,3230
007120,미래아이앤지,150,42947,13,297,297
006800,미래에셋대우,14967,1054016,7725,7300,7430
00680K,미래에셋대우2우B,746,61681,261,4220,4235
265480,미래에셋대우스팩1호,3,578,1,2100,2100
310200,미래에셋대우스팩2호,35,7443,15,2085,2085
328380,미래에셋대우스팩3호,18,5823,12,2055,2060
006805,미래에셋대우우,39,5729,27,4635,4645
100790,미래에셋벤처투자,332,61034,271,4430,4485
085620,미래에셋생명,1620,41198,166,4050,4015
049950,미래컴퍼니,854,29537,1105,37150,38300
213090,미래테크놀로지,102,2536,23,9130,9140
207760,미스터블루,14993,1113214,8370,7500,7390
002840,미원상사,28,1203,69,57400,57500
268280,미원에스씨,180,10671,759,72400,71100
107590,미원홀딩스,55,230,9,41100,41700
134380,미원화학,23,194,8,42400,42350
003650,미창석유,75,1548,124,81000,80000
059090,미코,2312,508623,2952,5770,5780
201490,미투온,4413,765883,5280,6900,6910
214180,민앤지,2135,183092,3210,17650,17400
155900,바다로19호,16,8434,25,2950,2955
206640,바디텍메드,412,19980,175,8740,8810
018700,바른손,152,35742,75,2110,2125
035620,바른손이앤에이,826,714995,1146,1610,1645
029480,바른테크놀로지,513,501771,441,896,893
053030,바이넥스,2167,192197,1733,8960,9000
064550,바이오니아,814,78733,596,7590,7660
208710,바이오로그디바이스,211,40158,73,1820,1840
142760,바이오리더스,1160,172147,1325,7510,7850
086820,바이오솔루션,9796,814092,29974,37500,38800
038460,바이오스마트,428,95836,462,4780,4855
044480,바이오제네틱스,4549,640084,4624,7380,7020
086040,바이오톡스텍,1625,309508,2169,7070,7050
032980,바이온,4755,1816790,2636,1490,1400
043150,바텍,1023,42297,1083,25500,26250
003610,방림,46,23471,47,1985,1990
267790,배럴,410,59544,641,10800,10800
001340,백광산업,529,145082,371,2555,2580
014580,백광소재,6516,1449348,6831,4710,4870
046310,백금T&A,5552,193579,537,2735,2820
035150,백산,1430,215916,1472,6750,6910
036620,버추얼텍,102,49845,40,802,802
066410,버킷스튜디오,277,87525,155,1760,1770
002410,범양건영,235,34287,56,1645,1630
019010,베뉴지,50,13051,24,1815,1805
177350,베셀,24646,5042512,21862,4300,3955
299910,베스파,14725,1078966,19915,17350,16250
096300,베트남개발1,120,194312,86,445,442
007210,벽산,850,305648,585,1920,1950
225530,보광산업,596,95847,421,4330,4290
250000,보라티알,359,29338,233,7930,7920
002760,보락,3145,503260,1037,2065,2035
014100,보령메디앙스,451,48649,372,7640,7660
003850,보령제약,2644,163007,2057,12650,12700
006910,보성파워텍,821,252502,559,2185,2250
000890,보해양조,3246,2729563,3165,1160,1165
226340,본느,1149,357505,1449,4065,4105
003000,부광약품,1717,139708,2048,14500,14700
001270,부국증권,71,2617,53,20500,20550
001275,부국증권우,24,4752,89,18800,19000
026940,부국철강,292,51851,193,3765,3755
014470,부방,712,159233,484,3070,3070
015350,부산가스,41,429,15,36000,35900
011390,부산산업,1245,40546,6397,156000,162000
005030,부산주공,367,77178,37,485,495
008470,부스타,210,21516,124,5750,5820
100120,뷰웍스,732,21786,520,23950,24000
066980,브레인콘텐츠,542,416434,263,630,640
064480,브리지텍,156,9811,29,2925,2925
251630,브이원텍,458,51730,447,8640,8720
263920,블러썸엠앤씨,784,72322,822,11500,11800
033560,블루콤,817,105714,329,3135,3125
121800,비덴트,3124,579243,5073,8820,8490
148140,비디아이,125,4224,36,8550,8530
100220,비상교육,226,41929,343,8150,8150
200780,비씨월드제약,223,17773,243,13500,13700
141000,비아트론,208,20807,205,9860,9900
090460,비에이치,10708,687892,14706,21100,20900
083650,비에이치아이,82,15829,35,2235,2265
086670,비엠티,867,57817,415,7190,7070
138580,비즈니스온,519,26081,367,14200,14250
082920,비츠로셀,2344,456675,5247,11600,11050
042370,비츠로테크,217,45944,253,5480,5490
032850,비트컴퓨터,1326,89606,350,3890,3940
101140,비티원,504,152841,409,2720,2710
238200,비피도,272,11223,253,22800,22450
093190,빅솔론,124,13413,73,5450,5490
065450,빅텍,5307,2309128,6928,3020,2945
005180,빙그레,1948,17641,1037,58700,58600
072950,빛샘전자,165,8508,49,5730,5730
143240,사람인에이치알,953,24761,731,29300,29750
003960,사조대림,299,12790,227,17900,17450
008040,사조동아원,1182,520600,569,1095,1085
007160,사조산업,645,6515,267,40500,41400
014710,사조씨푸드,194,45017,245,5460,5430
006090,사조오양,484,65066,560,8540,8700
100090,삼강엠앤티,120,32737,139,4270,4290
005090,삼광글라스,104,518,16,31450,31550
122350,삼기오토모티브,337,29359,76,2605,2630
014970,삼륭물산,7826,369795,3851,10200,10450
018310,삼목에스폼,218,3334,32,9560,9610
053700,삼보모터스,166,37970,198,5210,5290
009620,삼보산업,679,307870,335,1070,1095
023600,삼보판지,279,22806,190,8360,8410
111870,삼본전자,9309,2366976,6784,2835,2915
001470,삼부토건,613,495907,350,700,714
006400,삼성SDI,8395,177269,39015,220000,218500
006405,삼성SDI우,89,1752,152,86100,86500
006660,삼성공조,59,1397,12,8710,8710
309930,삼성머스트스팩3호,3,600,1,2100,2110
028260,삼성물산,13305,342620,32057,93200,92300
02826K,삼성물산우B,251,2628,182,69000,69200
207940,삼성바이오로직스,12469,220582,76718,345000,339000
032830,삼성생명,6158,255534,18084,71000,70100
291230,삼성스팩2호,5,2604,5,2085,2080
018260,삼성에스디에스,4139,54832,10664,194000,194500
028050,삼성엔지니어링,9371,478217,8129,16900,17250
009150,삼성전기,19064,621428,68875,110500,112500
009155,삼성전기우,339,4169,187,44700,45300
005930,삼성전자,54828,6610871,332975,50500,50700
005935,삼성전자우,8250,1027306,41881,40900,41100
001360,삼성제약,25789,8771889,29184,3330,3460
010140,삼성중공업,15316,3248382,25739,7920,8070
010145,삼성중공우,96,941,57,60000,61700
016360,삼성증권,9220,119670,4142,34600,35000
068290,삼성출판사,437,30822,385,12400,12650
029780,삼성카드,3310,61935,2187,35250,35150
000810,삼성화재,4721,101688,22670,223500,222000
000815,삼성화재우,1199,2739,451,164500,164000
006110,삼아알미늄,174,14725,65,4415,4475
009300,삼아제약,66,4437,72,16100,16400
145990,삼양사,736,3509,178,50400,50400
145995,삼양사우,80,559,20,34600,34200
003230,삼양식품,4989,49614,4176,83600,82000
225190,삼양옵틱스,144,12681,168,13300,13250
002170,삼양통상,337,966,58,60200,60400
272550,삼양패키징,245,14162,227,16100,16200
000070,삼양홀딩스,836,9199,597,64600,63800
000075,삼양홀딩스우,15,45,2,45000,45200
002810,삼영무역,91,6035,98,16400,16350
054540,삼영엠텍,185,31364,109,3435,3430
005680,삼영전자,424,12195,112,9200,9240
003720,삼영화학,73,25010,27,1065,1070
023000,삼원강재,180,6281,18,2840,2835
073640,삼원테크,112,27602,33,1215,1220
004380,삼익THK,1847,11630,144,12300,12400
002450,삼익악기,463,115755,211,1830,1830
032280,삼일,130,24428,49,2025,2025
002290,삼일기업공사,744,266566,896,3400,3280
000520,삼일제약,966,88900,1938,21450,22400
009770,삼정펄프,21,127,4,33700,34100
037460,삼지전자,776,103904,1124,10750,10900
032750,삼진,182,26087,284,10900,10900
054090,삼진엘앤디,140,55120,114,2060,2080
005500,삼진제약,1479,20601,537,25950,26100
000250,삼천당제약,4320,172781,6080,35250,35900
004690,삼천리,233,1388,117,84200,84200
024950,삼천리자전거,249,15815,89,5610,5640
038500,삼표시멘트,746,60832,212,3495,3530
017480,삼현철강,102,12349,51,4185,4170
001880,삼호,252,3479,67,19450,19050
010960,삼호개발,597,35678,160,4510,4545
046390,삼화네트웍스,1544,308536,474,1510,1525
004450,삼화왕관,13,34,2,45750,46000
009470,삼화전기,319,36932,571,15650,15550
011230,삼화전자,144,29008,77,2680,2695
001820,삼화콘덴서,6754,200616,9801,48350,50000
000390,삼화페인트,246,11293,61,5420,5450
027580,상보,33309,20447623,26164,1275,1235
038540,상상인,1920,379350,4667,12300,12550
307870,상상인이안1호스팩,2,2,0,2070,2075
329560,상상인이안제2호스팩,19,5982,12,2040,2040
101000,상상인인더스트리,1615,326687,666,2040,2005
001290,상상인증권,304,87727,145,1665,1695
041650,상신브레이크,128,3386,14,3980,4015
091580,상신이디피,878,112949,969,8580,8510
263810,상신전자,501,48016,255,5350,5270
089980,상아프론테크,1433,133332,2173,16350,16250
042940,상지카일룸,172,121458,173,1430,1420
042600,새로닉스,42,590,2,3790,3810
075180,새론오토모티브,57,1207,6,4580,4640
263540,샘코,32041,3562564,31988,8770,8930
007540,샘표,818,24923,1017,40900,40800
248170,샘표식품,697,24106,728,30050,30650
038070,서린바이오,255,13421,116,8600,8700
006730,서부T&D,1779,119858,951,7910,7930
079650,서산,62,9098,27,2950,2960
100660,서암기계공업,3569,241552,1689,6930,7030
007860,서연,171,16311,57,3505,3490
200880,서연이화,982,25037,144,5770,5760
012860,서연전자,12014,4383439,9056,2020,1975
019770,서연탑메탈,575,128709,364,2860,2785
017390,서울가스,26,44,3,68700,69300
043710,서울리거,1041,212638,356,1650,1725
046890,서울반도체,3439,381232,5098,13350,13350
004410,서울식품,889,1299794,230,178,177
004415,서울식품우,93,12164,44,3655,3620
063170,서울옥션,417,59841,328,5480,5470
027040,서울전자통신,324,178433,201,1145,1110
018680,서울제약,257,20797,137,6630,6610
021050,서원,238,138525,156,1125,1125
093920,서원인텍,338,25735,150,5820,5850
189860,서전기전,259,29142,114,3920,3970
178320,서진시스템,10102,980794,28133,28400,27700
122690,서진오토모티브,204,8799,20,2255,2250
140070,서플러스글로벌,366,62677,141,2260,2295
011370,서한,410,227788,299,1310,1315
065710,서호전기,256,12990,290,22350,22600
008490,서흥,2425,16076,535,33450,33400
035890,서희건설,765,1054983,1209,1150,1155
003100,선광,54,3302,51,15600,15750
123420,선데이토즈,32263,4327917,95598,23750,18300
007610,선도전기,325,51945,180,3455,3530
171090,선익시스템,586,70388,644,9100,9130
